family,seed,sigma,injection_z,injection_primary,n_frames,injection_index,reconstruction_max_abs_error,threshold_e95,full_dim,compact_dim,full_distance_calls,compact_distance_calls,full_max_null,full_max_injected,full_above_null,full_ratio,full_argmax_i,full_argmax_j,full_localization_ok,adjacent_max_null,adjacent_max_injected,adjacent_above_null,adjacent_ratio,adjacent_argmax_interval,compact_localization_ok,detect_full_null,detect_full_injected,detect_compact_null,detect_compact_injected,attributed_full,attributed_compact,compact_null_eta,compact_injected_eta
B,1001,0.0,3.0,true,17,8,0.0,0.0,136,12,136,31,0.0,0.420801623764046,0.420801623764046,,0,8,true,0.0,0.420801623764046,0.420801623764046,,7,true,false,true,false,true,true,true,nan,0.0
B,1001,0.0,1.5,false,17,8,0.0,0.0,136,12,136,31,0.0,0.29278474387649334,0.29278474387649334,,0,8,true,0.0,0.29278474387649334,0.29278474387649334,,7,true,false,true,false,true,true,true,nan,0.0
B,1002,0.0,3.0,true,17,8,0.0,0.0,136,12,136,31,0.0,0.4661039149550894,0.4661039149550894,,0,8,true,0.0,0.4661039149550894,0.4661039149550894,,7,true,false,true,false,true,true,true,nan,0.0
B,1002,0.0,1.5,false,17,8,0.0,0.0,136,12,136,31,0.0,0.27997290440127404,0.27997290440127404,,0,8,true,0.0,0.27997290440127404,0.27997290440127404,,7,true,false,true,false,true,true,true,nan,0.0
B,1003,0.0,3.0,true,17,8,0.0,0.0,136,12,136,31,0.0,0.4369808290630679,0.4369808290630679,,0,8,true,0.0,0.4369808290630679,0.4369808290630679,,7,true,false,true,false,true,true,true,nan,0.0
B,1003,0.0,1.5,false,17,8,0.0,0.0,136,12,136,31,0.0,0.270484954717256,0.270484954717256,,0,8,true,0.0,0.270484954717256,0.270484954717256,,7,true,false,true,false,true,true,true,nan,0.0
B,1004,0.0,3.0,true,17,8,0.0,0.0,136,12,136,31,0.0,0.4598436589540345,0.4598436589540345,,0,8,true,0.0,0.4598436589540345,0.4598436589540345,,7,true,false,true,false,true,true,true,nan,0.0
B,1004,0.0,1.5,false,17,8,0.0,0.0,136,12,136,31,0.0,0.29840209650265775,0.29840209650265775,,0,8,true,0.0,0.29840209650265775,0.29840209650265775,,7,true,false,true,false,true,true,true,nan,0.0
B,1000,0.05,3.0,true,17,8,0.0,0.054708738634047294,136,12,136,31,0.07956109029601202,0.4696838979299886,0.39012280763397655,5.903437172397968,0,8,true,0.06484956528391658,0.4696838979299886,0.40483433264607205,7.242668410708306,7,true,true,true,true,true,true,true,0.15832683437524897,0.05693595319518021
B,1000,0.05,1.5,false,17,8,0.0,0.054708738634047294,136,12,136,31,0.07956109029601202,0.23847689712812714,0.15891580683211512,2.9974060968855367,0,8,true,0.06484956528391658,0.23847689712812714,0.17362733184421056,3.6773862104403663,7,true,true,true,true,true,true,true,0.15832683437524897,0.085095284761251
B,1001,0.05,3.0,true,17,8,0.0,0.054708738634047294,136,12,136,31,0.04963174018675129,0.4213618142301132,0.3717300740433619,8.489765070590687,0,8,true,0.03658422034230574,0.4213618142301132,0.38477759388780747,11.517583545243776,7,true,false,true,false,true,true,true,0.08013322754991938,0.028189244819644497
B,1001,0.05,1.5,false,17,8,0.0,0.054708738634047294,136,12,136,31,0.04963174018675129,0.32287666094157674,0.2732449207548254,6.505447113614717,0,8,true,0.03658422034230574,0.32287666094157674,0.286292440599271,8.825571733401256,7,true,false,true,false,true,true,true,0.08013322754991938,0.03375199432643097
B,1002,0.05,3.0,true,17,8,0.0,0.054708738634047294,136,12,136,31,0.06720789959886089,0.4589579445361482,0.39175004493728727,6.8289285526775645,0,8,true,0.054954014558727504,0.4589579445361482,0.4040039299774207,8.351672725305178,7,true,true,true,true,true,true,true,0.03574584601864261,0.014362529190950081
B,1002,0.05,1.5,false,17,8,0.0,0.054708738634047294,136,12,136,31,0.06720789959886089,0.23583522447985905,0.16862732488099816,3.5090402450823834,0,8,true,0.054954014558727504,0.23583522447985905,0.18088120992113155,4.291501292008974,7,true,true,true,true,true,true,true,0.03574584601864261,0.021125494315173955
B,1003,0.05,3.0,true,17,8,0.0,0.054708738634047294,136,12,136,31,0.054954464322359786,0.4456833275834853,0.3907288632611255,8.110047710939952,0,8,true,0.04030345865998666,0.4456833275834853,0.40537986892349864,11.058190597075491,7,true,true,true,false,true,true,true,0.08633304137163986,0.03267084783042767
B,1003,0.05,1.5,false,17,8,0.0,0.054708738634047294,136,12,136,31,0.054954464322359786,0.2721224620519631,0.21716799772960332,4.951780813578822,0,8,true,0.04030345865998666,0.2721224620519631,0.23181900339197645,6.751838951284018,7,true,true,true,false,true,true,true,0.08633304137163986,0.04427717340285292
B,1004,0.05,3.0,true,17,8,0.0,0.054708738634047294,136,12,136,31,0.055517818806451374,0.46388856980196763,0.40837075099551623,8.355669941198448,0,8,true,0.03979472709219076,0.46388856980196763,0.4240938427097769,11.657036087401647,7,true,true,true,false,true,true,true,0.04779285249176047,0.017127213779067747
B,1004,0.05,1.5,false,17,8,0.0,0.054708738634047294,136,12,136,31,0.055517818806451374,0.31461408552003867,0.2590962667135873,5.66690284819834,0,8,true,0.03979472709219076,0.31461408552003867,0.2748193584278479,7.905923937892212,7,true,true,true,false,true,true,true,0.04779285249176047,0.021964496851655566
