family,sigma,stride,class,seed,split,n_frames,L,R,eta,speed_mean,speed_std,speed_max,speed_change_mean_signed,speed_change_mean_abs,speed_change_max_abs,mean_cosine,angle_valid_fraction,efficiency_valid_flag,efficiency_valid_flag_calibrated,angle_valid_fraction_calibrated,n_angles,n_angles_valid,e95
A,0.0,8,ramp,1001,train,17,1.13369598307763,0.49008660229069445,0.43229102828807997,1.13369598307763,1.398064949234866,4.179837169902118,0.0,10.35625423223942,54.38581133212,0.007699147956008945,0.6666666666666666,1.0,1.0,0.6666666666666666,15,10,0.0
A,0.0,8,ramp,1002,train,17,1.0752855195592899,0.49326905924692094,0.45873309951117847,1.0752855195592899,1.4157114924494618,4.269865770874626,0.0,9.476393092104072,48.44936830418919,0.11896958505228739,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1003,train,17,0.9464176605761381,0.4539464732765409,0.47964708625597496,0.9464176605761381,1.5074424750455897,4.914670004577214,0.0,12.008886782529148,70.44080183375814,0.14075387530682015,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1004,train,17,1.1762153729867015,0.568923948365922,0.48369028447679907,1.1762153729867015,1.5863580432987006,4.234503298201778,0.0,9.714910877715136,66.8782368166255,0.08519147177019293,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1005,test,17,0.9835792624516845,0.40330345359356884,0.4100365562692818,0.9835792624516845,1.243866102691626,4.436296062322988,0.0,10.808882806299193,42.411640504420035,0.2976224613138969,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1006,test,17,1.2543344924998807,0.597835774007307,0.4766159087404382,1.2543344924998807,1.5111346239745083,3.7991159909385814,0.0,8.544702824740291,59.6938136368899,-0.12147487432519753,0.7333333333333333,1.0,1.0,0.7333333333333333,15,11,0.0
A,0.0,8,ramp,1007,test,17,1.0220618728637014,0.4269282173872763,0.41771269305944453,1.0220618728637014,1.2486978492351093,3.936072783742036,0.0,9.368692055674,62.389426085535376,0.09487920212880403,0.7333333333333333,1.0,1.0,0.7333333333333333,15,11,0.0
A,0.0,8,ramp,1008,test,17,1.030931387431106,0.4309354903383318,0.4180059852597416,1.030931387431106,1.2667766867249814,4.041008348661242,0.0,10.933466328109706,37.84274744034366,-0.15324939287662703,0.6666666666666666,1.0,1.0,0.6666666666666666,15,10,0.0
A,0.0,8,ramp,1009,test,17,0.9564803691415199,0.4267029075390723,0.4461177890373804,0.9564803691415199,1.1989936573365234,3.826323803508119,0.0,9.169131257861507,52.89880656638127,-0.06378912910064245,0.7333333333333333,1.0,1.0,0.7333333333333333,15,11,0.0
A,0.0,8,ramp,1010,test,17,1.1476236611382795,0.5474838923638369,0.4770587352833164,1.1476236611382795,1.529331989172275,4.441549012753219,0.0,10.347806220063456,43.58406631290066,-0.08568702606927697,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1011,test,17,1.0156942426862576,0.44193655679821364,0.4351078683181287,1.0156942426862576,1.2911940459227238,4.126481023277149,0.0,9.727776087917933,37.8800763462762,-0.11714257007035508,0.6666666666666666,1.0,1.0,0.6666666666666666,15,10,0.0
A,0.0,8,ramp,1012,test,17,0.9853943686582776,0.40309481509183154,0.40906953389706224,0.9853943686582776,1.2065509347246768,4.33193741702565,0.0,11.81735079290127,39.73539835466744,0.30671119075925934,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1013,test,17,1.1282449829432575,0.5442776799633784,0.4824109020573873,1.1282449829432575,1.5037064774522586,4.3455898259799195,0.0,9.98328496891545,40.99029981306316,-0.11083645826804389,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,ramp,1014,test,17,1.112660303546988,0.5473498144244301,0.49192894963500006,1.112660303546988,1.51888456474481,4.138225903162674,0.0,9.165738076843155,61.91367317115393,-0.03691213421916236,0.6,1.0,1.0,0.6,15,9,0.0
A,0.0,8,jump,1000,train,17,0.4167746686155396,0.4167746686155396,1.0,0.4167746686155396,1.6141613506690995,6.668394697848633,0.0,14.22590868874375,106.69431516557813,nan,0.0,1.0,1.0,0.0,15,0,0.0
A,0.0,8,jump,1001,train,17,0.5965575592924,0.5965575592924,1.0,0.5965575592924,2.3104574921936085,9.5449209486784,0.0,20.36249802384725,152.7187351788544,nan,0.0,1.0,1.0,0.0,15,0,0.0
A,0.0,8,jump,1002,train,17,0.5884296030924229,0.5884296030924229,1.0,0.5884296030924229,2.278978053192394,9.414873649478766,0.0,20.085063785554702,150.63797839166025,nan,0.0,1.0,1.0,0.0,15,0,0.0
