family,sigma,role,seed,interval_index,distance
A,0.0,evaluation,1017,95,0.0
A,0.0,evaluation,1017,96,0.0
A,0.0,evaluation,1017,97,0.0
A,0.0,evaluation,1017,98,0.0
A,0.0,evaluation,1017,99,0.0
A,0.0,evaluation,1017,100,0.0
A,0.0,evaluation,1017,101,0.0
A,0.0,evaluation,1017,102,0.0
A,0.0,evaluation,1017,103,0.0
A,0.0,evaluation,1017,104,0.0
A,0.0,evaluation,1017,105,0.0
A,0.0,evaluation,1017,106,0.0
A,0.0,evaluation,1017,107,0.0
A,0.0,evaluation,1017,108,0.0
A,0.0,evaluation,1017,109,0.0
A,0.0,evaluation,1017,110,0.0
A,0.0,evaluation,1017,111,0.0
A,0.0,evaluation,1017,112,0.0
A,0.0,evaluation,1017,113,0.0
A,0.0,evaluation,1017,114,0.0
A,0.0,evaluation,1017,115,0.0
A,0.0,evaluation,1017,116,0.0
A,0.0,evaluation,1017,117,0.0
A,0.0,evaluation,1017,118,0.0
A,0.0,evaluation,1017,119,0.0
A,0.0,evaluation,1017,120,0.0
A,0.0,evaluation,1017,121,0.0
A,0.0,evaluation,1017,122,0.0
A,0.0,evaluation,1017,123,0.0
A,0.0,evaluation,1017,124,0.0
A,0.0,evaluation,1017,125,0.0
A,0.0,evaluation,1017,126,0.0
A,0.0,evaluation,1017,127,0.0
A,0.0,evaluation,1018,0,0.0
A,0.0,evaluation,1018,1,0.0
A,0.0,evaluation,1018,2,0.0
A,0.0,evaluation,1018,3,0.0
A,0.0,evaluation,1018,4,0.0
A,0.0,evaluation,1018,5,0.0
A,0.0,evaluation,1018,6,0.0
A,0.0,evaluation,1018,7,0.0
A,0.0,evaluation,1018,8,0.0
A,0.0,evaluation,1018,9,0.0
A,0.0,evaluation,1018,10,0.0
A,0.0,evaluation,1018,11,0.0
A,0.0,evaluation,1018,12,0.0
A,0.0,evaluation,1018,13,0.0
A,0.0,evaluation,1018,14,0.0
A,0.0,evaluation,1018,15,0.0
A,0.0,evaluation,1018,16,0.0
A,0.0,evaluation,1018,17,0.0
A,0.0,evaluation,1018,18,0.0
A,0.0,evaluation,1018,19,0.0
A,0.0,evaluation,1018,20,0.0
A,0.0,evaluation,1018,21,0.0
A,0.0,evaluation,1018,22,0.0
A,0.0,evaluation,1018,23,0.0
A,0.0,evaluation,1018,24,0.0
A,0.0,evaluation,1018,25,0.0
A,0.0,evaluation,1018,26,0.0
A,0.0,evaluation,1018,27,0.0
A,0.0,evaluation,1018,28,0.0
A,0.0,evaluation,1018,29,0.0
A,0.0,evaluation,1018,30,0.0
A,0.0,evaluation,1018,31,0.0
A,0.0,evaluation,1018,32,0.0
A,0.0,evaluation,1018,33,0.0
A,0.0,evaluation,1018,34,0.0
A,0.0,evaluation,1018,35,0.0
A,0.0,evaluation,1018,36,0.0
A,0.0,evaluation,1018,37,0.0
A,0.0,evaluation,1018,38,0.0
A,0.0,evaluation,1018,39,0.0
A,0.0,evaluation,1018,40,0.0
A,0.0,evaluation,1018,41,0.0
A,0.0,evaluation,1018,42,0.0
A,0.0,evaluation,1018,43,0.0
A,0.0,evaluation,1018,44,0.0
A,0.0,evaluation,1018,45,0.0
A,0.0,evaluation,1018,46,0.0
A,0.0,evaluation,1018,47,0.0
A,0.0,evaluation,1018,48,0.0
A,0.0,evaluation,1018,49,0.0
A,0.0,evaluation,1018,50,0.0
A,0.0,evaluation,1018,51,0.0
A,0.0,evaluation,1018,52,0.0
A,0.0,evaluation,1018,53,0.0
A,0.0,evaluation,1018,54,0.0
A,0.0,evaluation,1018,55,0.0
A,0.0,evaluation,1018,56,0.0
A,0.0,evaluation,1018,57,0.0
A,0.0,evaluation,1018,58,0.0
A,0.0,evaluation,1018,59,0.0
A,0.0,evaluation,1018,60,0.0
A,0.0,evaluation,1018,61,0.0
A,0.0,evaluation,1018,62,0.0
A,0.0,evaluation,1018,63,0.0
A,0.0,evaluation,1018,64,0.0
A,0.0,evaluation,1018,65,0.0
A,0.0,evaluation,1018,66,0.0
A,0.0,evaluation,1018,67,0.0
A,0.0,evaluation,1018,68,0.0
A,0.0,evaluation,1018,69,0.0
A,0.0,evaluation,1018,70,0.0
A,0.0,evaluation,1018,71,0.0
A,0.0,evaluation,1018,72,0.0
A,0.0,evaluation,1018,73,0.0
A,0.0,evaluation,1018,74,0.0
A,0.0,evaluation,1018,75,0.0
A,0.0,evaluation,1018,76,0.0
A,0.0,evaluation,1018,77,0.0
A,0.0,evaluation,1018,78,0.0
A,0.0,evaluation,1018,79,0.0
A,0.0,evaluation,1018,80,0.0
A,0.0,evaluation,1018,81,0.0
A,0.0,evaluation,1018,82,0.0
A,0.0,evaluation,1018,83,0.0
A,0.0,evaluation,1018,84,0.0
A,0.0,evaluation,1018,85,0.0
A,0.0,evaluation,1018,86,0.0
A,0.0,evaluation,1018,87,0.0
A,0.0,evaluation,1018,88,0.0
A,0.0,evaluation,1018,89,0.0
A,0.0,evaluation,1018,90,0.0
A,0.0,evaluation,1018,91,0.0
A,0.0,evaluation,1018,92,0.0
A,0.0,evaluation,1018,93,0.0
A,0.0,evaluation,1018,94,0.0
A,0.0,evaluation,1018,95,0.0
A,0.0,evaluation,1018,96,0.0
A,0.0,evaluation,1018,97,0.0
A,0.0,evaluation,1018,98,0.0
A,0.0,evaluation,1018,99,0.0
A,0.0,evaluation,1018,100,0.0
A,0.0,evaluation,1018,101,0.0
A,0.0,evaluation,1018,102,0.0
A,0.0,evaluation,1018,103,0.0
A,0.0,evaluation,1018,104,0.0
A,0.0,evaluation,1018,105,0.0
A,0.0,evaluation,1018,106,0.0
A,0.0,evaluation,1018,107,0.0
A,0.0,evaluation,1018,108,0.0
A,0.0,evaluation,1018,109,0.0
A,0.0,evaluation,1018,110,0.0
A,0.0,evaluation,1018,111,0.0
A,0.0,evaluation,1018,112,0.0
A,0.0,evaluation,1018,113,0.0
A,0.0,evaluation,1018,114,0.0
A,0.0,evaluation,1018,115,0.0
A,0.0,evaluation,1018,116,0.0
A,0.0,evaluation,1018,117,0.0
A,0.0,evaluation,1018,118,0.0
A,0.0,evaluation,1018,119,0.0
A,0.0,evaluation,1018,120,0.0
A,0.0,evaluation,1018,121,0.0
A,0.0,evaluation,1018,122,0.0
A,0.0,evaluation,1018,123,0.0
A,0.0,evaluation,1018,124,0.0
A,0.0,evaluation,1018,125,0.0
A,0.0,evaluation,1018,126,0.0
A,0.0,evaluation,1018,127,0.0
A,0.0,evaluation,1019,0,0.0
A,0.0,evaluation,1019,1,0.0
A,0.0,evaluation,1019,2,0.0
A,0.0,evaluation,1019,3,0.0
A,0.0,evaluation,1019,4,0.0
A,0.0,evaluation,1019,5,0.0
A,0.0,evaluation,1019,6,0.0
A,0.0,evaluation,1019,7,0.0
A,0.0,evaluation,1019,8,0.0
A,0.0,evaluation,1019,9,0.0
A,0.0,evaluation,1019,10,0.0
A,0.0,evaluation,1019,11,0.0
A,0.0,evaluation,1019,12,0.0
A,0.0,evaluation,1019,13,0.0
A,0.0,evaluation,1019,14,0.0
A,0.0,evaluation,1019,15,0.0
A,0.0,evaluation,1019,16,0.0
A,0.0,evaluation,1019,17,0.0
A,0.0,evaluation,1019,18,0.0
A,0.0,evaluation,1019,19,0.0
A,0.0,evaluation,1019,20,0.0
A,0.0,evaluation,1019,21,0.0
A,0.0,evaluation,1019,22,0.0
A,0.0,evaluation,1019,23,0.0
A,0.0,evaluation,1019,24,0.0
A,0.0,evaluation,1019,25,0.0
A,0.0,evaluation,1019,26,0.0
A,0.0,evaluation,1019,27,0.0
A,0.0,evaluation,1019,28,0.0
A,0.0,evaluation,1019,29,0.0
A,0.0,evaluation,1019,30,0.0
A,0.0,evaluation,1019,31,0.0
A,0.0,evaluation,1019,32,0.0
A,0.0,evaluation,1019,33,0.0
A,0.0,evaluation,1019,34,0.0
A,0.0,evaluation,1019,35,0.0
A,0.0,evaluation,1019,36,0.0
A,0.0,evaluation,1019,37,0.0
A,0.0,evaluation,1019,38,0.0
A,0.0,evaluation,1019,39,0.0
A,0.0,evaluation,1019,40,0.0
A,0.0,evaluation,1019,41,0.0
A,0.0,evaluation,1019,42,0.0
A,0.0,evaluation,1019,43,0.0
A,0.0,evaluation,1019,44,0.0
A,0.0,evaluation,1019,45,0.0
A,0.0,evaluation,1019,46,0.0
A,0.0,evaluation,1019,47,0.0
A,0.0,evaluation,1019,48,0.0
A,0.0,evaluation,1019,49,0.0
A,0.0,evaluation,1019,50,0.0
A,0.0,evaluation,1019,51,0.0
A,0.0,evaluation,1019,52,0.0
A,0.0,evaluation,1019,53,0.0
A,0.0,evaluation,1019,54,0.0
A,0.0,evaluation,1019,55,0.0
A,0.0,evaluation,1019,56,0.0
A,0.0,evaluation,1019,57,0.0
A,0.0,evaluation,1019,58,0.0
A,0.0,evaluation,1019,59,0.0
A,0.0,evaluation,1019,60,0.0
A,0.0,evaluation,1019,61,0.0
A,0.0,evaluation,1019,62,0.0
A,0.0,evaluation,1019,63,0.0
A,0.0,evaluation,1019,64,0.0
A,0.0,evaluation,1019,65,0.0
A,0.0,evaluation,1019,66,0.0
A,0.0,evaluation,1019,67,0.0
A,0.0,evaluation,1019,68,0.0
A,0.0,evaluation,1019,69,0.0
A,0.0,evaluation,1019,70,0.0
A,0.0,evaluation,1019,71,0.0
A,0.0,evaluation,1019,72,0.0
A,0.0,evaluation,1019,73,0.0
A,0.0,evaluation,1019,74,0.0
A,0.0,evaluation,1019,75,0.0
A,0.0,evaluation,1019,76,0.0
A,0.0,evaluation,1019,77,0.0
A,0.0,evaluation,1019,78,0.0
A,0.0,evaluation,1019,79,0.0
A,0.0,evaluation,1019,80,0.0
A,0.0,evaluation,1019,81,0.0
A,0.0,evaluation,1019,82,0.0
A,0.0,evaluation,1019,83,0.0
A,0.0,evaluation,1019,84,0.0
A,0.0,evaluation,1019,85,0.0
A,0.0,evaluation,1019,86,0.0
A,0.0,evaluation,1019,87,0.0
A,0.0,evaluation,1019,88,0.0
A,0.0,evaluation,1019,89,0.0
A,0.0,evaluation,1019,90,0.0
A,0.0,evaluation,1019,91,0.0
A,0.0,evaluation,1019,92,0.0
A,0.0,evaluation,1019,93,0.0
A,0.0,evaluation,1019,94,0.0
A,0.0,evaluation,1019,95,0.0
A,0.0,evaluation,1019,96,0.0
A,0.0,evaluation,1019,97,0.0
A,0.0,evaluation,1019,98,0.0
A,0.0,evaluation,1019,99,0.0
A,0.0,evaluation,1019,100,0.0
A,0.0,evaluation,1019,101,0.0
A,0.0,evaluation,1019,102,0.0
A,0.0,evaluation,1019,103,0.0
A,0.0,evaluation,1019,104,0.0
A,0.0,evaluation,1019,105,0.0
A,0.0,evaluation,1019,106,0.0
A,0.0,evaluation,1019,107,0.0
A,0.0,evaluation,1019,108,0.0
A,0.0,evaluation,1019,109,0.0
A,0.0,evaluation,1019,110,0.0
A,0.0,evaluation,1019,111,0.0
A,0.0,evaluation,1019,112,0.0
A,0.0,evaluation,1019,113,0.0
A,0.0,evaluation,1019,114,0.0
A,0.0,evaluation,1019,115,0.0
A,0.0,evaluation,1019,116,0.0
A,0.0,evaluation,1019,117,0.0
A,0.0,evaluation,1019,118,0.0
A,0.0,evaluation,1019,119,0.0
A,0.0,evaluation,1019,120,0.0
A,0.0,evaluation,1019,121,0.0
A,0.0,evaluation,1019,122,0.0
A,0.0,evaluation,1019,123,0.0
A,0.0,evaluation,1019,124,0.0
A,0.0,evaluation,1019,125,0.0
A,0.0,evaluation,1019,126,0.0
A,0.0,evaluation,1019,127,0.0
A,0.05,calibration,1000,0,0.05635927192786744
A,0.05,calibration,1000,1,0.03614208354100519
A,0.05,calibration,1000,2,0.026967856015599923
A,0.05,calibration,1000,3,0.03825500801555311
A,0.05,calibration,1000,4,0.040010296473438844
A,0.05,calibration,1000,5,0.032149464260722724
A,0.05,calibration,1000,6,0.04836445429114089
A,0.05,calibration,1000,7,0.02552868013370907
A,0.05,calibration,1000,8,0.030544653516564713
A,0.05,calibration,1000,9,0.025650325471270788
A,0.05,calibration,1000,10,0.032375589541321095
A,0.05,calibration,1000,11,0.03173198418491413
A,0.05,calibration,1000,12,0.03245094145307839
A,0.05,calibration,1000,13,0.03897437139119092
A,0.05,calibration,1000,14,0.034083501521028944
A,0.05,calibration,1000,15,0.0408714348706036
A,0.05,calibration,1000,16,0.03039560781607338
A,0.05,calibration,1000,17,0.02914085133650507
A,0.05,calibration,1000,18,0.024058550244059326
A,0.05,calibration,1000,19,0.03746947920062269
A,0.05,calibration,1000,20,0.04527497927757204
A,0.05,calibration,1000,21,0.04006747990222609
A,0.05,calibration,1000,22,0.021146745588908084
A,0.05,calibration,1000,23,0.027498198997221127
A,0.05,calibration,1000,24,0.03724843214736506
A,0.05,calibration,1000,25,0.038343628935912366
A,0.05,calibration,1000,26,0.029109821196986456
A,0.05,calibration,1000,27,0.01482275931213567
A,0.05,calibration,1000,28,0.023563603301162916
A,0.05,calibration,1000,29,0.040218004575501676
A,0.05,calibration,1000,30,0.03655147709788187
A,0.05,calibration,1000,31,0.07006577349066925
A,0.05,calibration,1000,32,0.045116862346534614
A,0.05,calibration,1000,33,0.03909364836771641
A,0.05,calibration,1000,34,0.03909364836771641
A,0.05,calibration,1000,35,0.023053788914824888
A,0.05,calibration,1000,36,0.032817505324583995
A,0.05,calibration,1000,37,0.0447151956851049
A,0.05,calibration,1000,38,0.028232725190706798
A,0.05,calibration,1000,39,0.025361784172384466
A,0.05,calibration,1000,40,0.03252947836522534
A,0.05,calibration,1000,41,0.013952010763278816
A,0.05,calibration,1000,42,0.034724776530822954
A,0.05,calibration,1000,43,0.030133509132380554
A,0.05,calibration,1000,44,0.021090467403253002
A,0.05,calibration,1000,45,0.02334894649279623
A,0.05,calibration,1000,46,0.03351251655118867
A,0.05,calibration,1000,47,0.030542617683754783
A,0.05,calibration,1000,48,0.029745830095809916
A,0.05,calibration,1000,49,0.028851526620678025
A,0.05,calibration,1000,50,0.031683333437051986
A,0.05,calibration,1000,51,0.01878770487223999
A,0.05,calibration,1000,52,0.03420442309943711
A,0.05,calibration,1000,53,0.03421451029582223
A,0.05,calibration,1000,54,0.033858109304277476
A,0.05,calibration,1000,55,0.03241095943787926
A,0.05,calibration,1000,56,0.03738445882083785
A,0.05,calibration,1000,57,0.022591377069884996
A,0.05,calibration,1000,58,0.024966466861289074
A,0.05,calibration,1000,59,0.027362466392988227
A,0.05,calibration,1000,60,0.03266177355018987
A,0.05,calibration,1000,61,0.026145089932641946
A,0.05,calibration,1000,62,0.027658691714748915
A,0.05,calibration,1000,63,0.021781515616185576
A,0.05,calibration,1000,64,0.025139249572653066
A,0.05,calibration,1000,65,0.04923703318663844
A,0.05,calibration,1000,66,0.054748362004766765
A,0.05,calibration,1000,67,0.02286441585498744
A,0.05,calibration,1000,68,0.03450328781539157
A,0.05,calibration,1000,69,0.025074068765192206
A,0.05,calibration,1000,70,0.034525300337813425
A,0.05,calibration,1000,71,0.04408881978734101
A,0.05,calibration,1000,72,0.028454057909600733
A,0.05,calibration,1000,73,0.0201790937285388
A,0.05,calibration,1000,74,0.04037745089570383
A,0.05,calibration,1000,75,0.03011239882085265
A,0.05,calibration,1000,76,0.044925489978368024
A,0.05,calibration,1000,77,0.021535198555484275
A,0.05,calibration,1000,78,0.03443251729999795
A,0.05,calibration,1000,79,0.030395974267430903
A,0.05,calibration,1000,80,0.026126902095322868
A,0.05,calibration,1000,81,0.021725889002413304
A,0.05,calibration,1000,82,0.04048894634172941
A,0.05,calibration,1000,83,0.03630140852944237
A,0.05,calibration,1000,84,0.06559564116429911
A,0.05,calibration,1000,85,0.04145875580188538
A,0.05,calibration,1000,86,0.03335628769542618
A,0.05,calibration,1000,87,0.026844196867588148
A,0.05,calibration,1000,88,0.04180256571230473
A,0.05,calibration,1000,89,0.03951269377514055
A,0.05,calibration,1000,90,0.0201731546591067
A,0.05,calibration,1000,91,0.027653144176510547
A,0.05,calibration,1000,92,0.029247506712150748
A,0.05,calibration,1000,93,0.029448768709787132
A,0.05,calibration,1000,94,0.0295583484743073
A,0.05,calibration,1000,95,0.023970946873993343
A,0.05,calibration,1000,96,0.02324562769544907
A,0.05,calibration,1000,97,0.03022556431141593
A,0.05,calibration,1000,98,0.05609679632768805
A,0.05,calibration,1000,99,0.033521129058200816
A,0.05,calibration,1000,100,0.024210920306784567
A,0.05,calibration,1000,101,0.022628905296217
A,0.05,calibration,1000,102,0.026456853487558524
A,0.05,calibration,1000,103,0.032628299021801366
A,0.05,calibration,1000,104,0.0466646238605003
A,0.05,calibration,1000,105,0.03809576952631338
A,0.05,calibration,1000,106,0.051196599667343176
A,0.05,calibration,1000,107,0.02749198731835864
A,0.05,calibration,1000,108,0.03149828076218091
A,0.05,calibration,1000,109,0.030609391322819923
A,0.05,calibration,1000,110,0.03831956618676935
A,0.05,calibration,1000,111,0.04250484452438988
A,0.05,calibration,1000,112,0.038142557899524476
A,0.05,calibration,1000,113,0.03600460579428427
A,0.05,calibration,1000,114,0.01786387595843747
A,0.05,calibration,1000,115,0.02278612715920897
A,0.05,calibration,1000,116,0.040769539058035924
A,0.05,calibration,1000,117,0.027791374746486575
A,0.05,calibration,1000,118,0.033352732802298335
A,0.05,calibration,1000,119,0.026611971317645054
A,0.05,calibration,1000,120,0.023184929727331993
A,0.05,calibration,1000,121,0.03555266928478118
A,0.05,calibration,1000,122,0.04182873102954556
A,0.05,calibration,1000,123,0.03210705833550398
A,0.05,calibration,1000,124,0.0332426625300845
A,0.05,calibration,1000,125,0.03904814935487241
A,0.05,calibration,1000,126,0.03532857514774955
A,0.05,calibration,1000,127,0.043325979529610814
A,0.05,calibration,1001,0,0.02020248247633777
A,0.05,calibration,1001,1,0.02325958181724938
A,0.05,calibration,1001,2,0.023531877248437583
A,0.05,calibration,1001,3,0.03467028369083526
A,0.05,calibration,1001,4,0.020697346194343352
A,0.05,calibration,1001,5,0.02515395658079503
A,0.05,calibration,1001,6,0.027571299925416792
A,0.05,calibration,1001,7,0.018901233253178953
A,0.05,calibration,1001,8,0.0329472657531427
A,0.05,calibration,1001,9,0.020196438906054055
A,0.05,calibration,1001,10,0.04179843103376387
A,0.05,calibration,1001,11,0.025228783672818833
A,0.05,calibration,1001,12,0.03694236922163041
A,0.05,calibration,1001,13,0.04780702454480876
A,0.05,calibration,1001,14,0.05906332052144675
A,0.05,calibration,1001,15,0.05477069203888178
A,0.05,calibration,1001,16,0.023565829254987042
A,0.05,calibration,1001,17,0.04918651657162952
A,0.05,calibration,1001,18,0.039757764184680106
A,0.05,calibration,1001,19,0.030500919473352928
A,0.05,calibration,1001,20,0.03023591077755977
A,0.05,calibration,1001,21,0.038560844662406
A,0.05,calibration,1001,22,0.04291270780628681
A,0.05,calibration,1001,23,0.042435861075302006
A,0.05,calibration,1001,24,0.032392071343415874
A,0.05,calibration,1001,25,0.03585871998659429
A,0.05,calibration,1001,26,0.028178455854463956
A,0.05,calibration,1001,27,0.03203971056649746
A,0.05,calibration,1001,28,0.04098106826706266
A,0.05,calibration,1001,29,0.042331051756734864
A,0.05,calibration,1001,30,0.030041861610401108
A,0.05,calibration,1001,31,0.040412815995724105
A,0.05,calibration,1001,32,0.040444875811839504
A,0.05,calibration,1001,33,0.05905365917650246
A,0.05,calibration,1001,34,0.06129021694069192
A,0.05,calibration,1001,35,0.027007104584145198
A,0.05,calibration,1001,36,0.03322281521071662
A,0.05,calibration,1001,37,0.039804005390734254
A,0.05,calibration,1001,38,0.03582978019205679
A,0.05,calibration,1001,39,0.029909151692841453
A,0.05,calibration,1001,40,0.03137728858758959
A,0.05,calibration,1001,41,0.02293314980936134
A,0.05,calibration,1001,42,0.038382554011942516
A,0.05,calibration,1001,43,0.0279426389333386
A,0.05,calibration,1001,44,0.03425368778032467
A,0.05,calibration,1001,45,0.03259556113099092
A,0.05,calibration,1001,46,0.039574955257183464
A,0.05,calibration,1001,47,0.02923478102956827
A,0.05,calibration,1001,48,0.039448272605371204
A,0.05,calibration,1001,49,0.0425996412824049
A,0.05,calibration,1001,50,0.04161272062995669
A,0.05,calibration,1001,51,0.04535269911966189
A,0.05,calibration,1001,52,0.04800334747087297
A,0.05,calibration,1001,53,0.06983563760677687
A,0.05,calibration,1001,54,0.046896810322513416
A,0.05,calibration,1001,55,0.03281011130266507
A,0.05,calibration,1001,56,0.031286487852006856
A,0.05,calibration,1001,57,0.04976463422660038
A,0.05,calibration,1001,58,0.02972510711257792
A,0.05,calibration,1001,59,0.04584414180221817
A,0.05,calibration,1001,60,0.028027088762019065
A,0.05,calibration,1001,61,0.04702919711559971
A,0.05,calibration,1001,62,0.06375558608102179
A,0.05,calibration,1001,63,0.036036166107714505
A,0.05,calibration,1001,64,0.03676327223213935
A,0.05,calibration,1001,65,0.04614994284806606
A,0.05,calibration,1001,66,0.05254715484928463
A,0.05,calibration,1001,67,0.02990315133853816
A,0.05,calibration,1001,68,0.040644172708682896
A,0.05,calibration,1001,69,0.04233089922253548
A,0.05,calibration,1001,70,0.054839378335598675
A,0.05,calibration,1001,71,0.023367177195606104
A,0.05,calibration,1001,72,0.032509202691965666
A,0.05,calibration,1001,73,0.0305016062336938
A,0.05,calibration,1001,74,0.052543873780585226
A,0.05,calibration,1001,75,0.07122500475875687
A,0.05,calibration,1001,76,0.04859131387693579
A,0.05,calibration,1001,77,0.039618048040837926
A,0.05,calibration,1001,78,0.02585319265558339
A,0.05,calibration,1001,79,0.03899618262167634
A,0.05,calibration,1001,80,0.03912893803859318
A,0.05,calibration,1001,81,0.043316777880164845
A,0.05,calibration,1001,82,0.04271630835692769
A,0.05,calibration,1001,83,0.0331293754319754
A,0.05,calibration,1001,84,0.029464605939780883
A,0.05,calibration,1001,85,0.03661268207681103
A,0.05,calibration,1001,86,0.03889805125432566
A,0.05,calibration,1001,87,0.06509450438336786
A,0.05,calibration,1001,88,0.05646606070176259
A,0.05,calibration,1001,89,0.0368414953961852
A,0.05,calibration,1001,90,0.030920822044693874
A,0.05,calibration,1001,91,0.053558322675316905
A,0.05,calibration,1001,92,0.04837860026881885
A,0.05,calibration,1001,93,0.033587635737363564
A,0.05,calibration,1001,94,0.038244541133330645
A,0.05,calibration,1001,95,0.04963656157692989
A,0.05,calibration,1001,96,0.019136660266414668
A,0.05,calibration,1001,97,0.0438762257230967
A,0.05,calibration,1001,98,0.04048895524680893
A,0.05,calibration,1001,99,0.03989155036859205
A,0.05,calibration,1001,100,0.043735322559794176
A,0.05,calibration,1001,101,0.033517002957633824
A,0.05,calibration,1001,102,0.051057810875577314
A,0.05,calibration,1001,103,0.03537595769984643
A,0.05,calibration,1001,104,0.03399058625583451
A,0.05,calibration,1001,105,0.024736225606525022
A,0.05,calibration,1001,106,0.027375110551009205
A,0.05,calibration,1001,107,0.02744025073509275
A,0.05,calibration,1001,108,0.057509179688900236
A,0.05,calibration,1001,109,0.040383602567528765
A,0.05,calibration,1001,110,0.03223250611658035
A,0.05,calibration,1001,111,0.04819935773380851
A,0.05,calibration,1001,112,0.051650935373555085
A,0.05,calibration,1001,113,0.023735718546011225
A,0.05,calibration,1001,114,0.04948602802021135
A,0.05,calibration,1001,115,0.019910125127426594
A,0.05,calibration,1001,116,0.03344803817784402
A,0.05,calibration,1001,117,0.020340517545073766
A,0.05,calibration,1001,118,0.019645207014077487
A,0.05,calibration,1001,119,0.02534399815948461
A,0.05,calibration,1001,120,0.028153270545757732
A,0.05,calibration,1001,121,0.03181735382316686
A,0.05,calibration,1001,122,0.04318761946517091
A,0.05,calibration,1001,123,0.04240244154445319
A,0.05,calibration,1001,124,0.042477998364610595
A,0.05,calibration,1001,125,0.02619509362998891
A,0.05,calibration,1001,126,0.042907403869683336
A,0.05,calibration,1001,127,0.02211329438874088
A,0.05,calibration,1002,0,0.05467733460773944
A,0.05,calibration,1002,1,0.04806082861318693
A,0.05,calibration,1002,2,0.02676868151343198
A,0.05,calibration,1002,3,0.020518102275235817
A,0.05,calibration,1002,4,0.030763813749807273
A,0.05,calibration,1002,5,0.026900480881361044
A,0.05,calibration,1002,6,0.052428108483680125
A,0.05,calibration,1002,7,0.05031700818013646
A,0.05,calibration,1002,8,0.03688781652107124
A,0.05,calibration,1002,9,0.04586095909112383
A,0.05,calibration,1002,10,0.05736834869229402
A,0.05,calibration,1002,11,0.05426691824211597
A,0.05,calibration,1002,12,0.03552882960980722
A,0.05,calibration,1002,13,0.033791706803742216
A,0.05,calibration,1002,14,0.03057260890280633
A,0.05,calibration,1002,15,0.046694823389071105
A,0.05,calibration,1002,16,0.057891499968257404
A,0.05,calibration,1002,17,0.05758631945047753
A,0.05,calibration,1002,18,0.04063004180347628
A,0.05,calibration,1002,19,0.04063004180347628
A,0.05,calibration,1002,20,0.0380954786212343
A,0.05,calibration,1002,21,0.03589278232545218
A,0.05,calibration,1002,22,0.02643158356815535
A,0.05,calibration,1002,23,0.04652212475852315
A,0.05,calibration,1002,24,0.04652212475852315
A,0.05,calibration,1002,25,0.022706044063649122
A,0.05,calibration,1002,26,0.03259361708809827
A,0.05,calibration,1002,27,0.03037091420113308
A,0.05,calibration,1002,28,0.038228618649279456
A,0.05,calibration,1002,29,0.02961153549911058
A,0.05,calibration,1002,30,0.03165900759455048
A,0.05,calibration,1002,31,0.02880914168119325
A,0.05,calibration,1002,32,0.03149710796771217
A,0.05,calibration,1002,33,0.028610194127079908
A,0.05,calibration,1002,34,0.05552851046248369
A,0.05,calibration,1002,35,0.029261597423971178
A,0.05,calibration,1002,36,0.04687431432190775
A,0.05,calibration,1002,37,0.037017461453273004
A,0.05,calibration,1002,38,0.03994615717187021
A,0.05,calibration,1002,39,0.032180231326706665
A,0.05,calibration,1002,40,0.04146157739644657
A,0.05,calibration,1002,41,0.04888154738021559
A,0.05,calibration,1002,42,0.03227228860210668
A,0.05,calibration,1002,43,0.035323062021433704
A,0.05,calibration,1002,44,0.045439841145651166
A,0.05,calibration,1002,45,0.0522903755901995
A,0.05,calibration,1002,46,0.025480523444831732
A,0.05,calibration,1002,47,0.025483847357909373
A,0.05,calibration,1002,48,0.021511919620525954
A,0.05,calibration,1002,49,0.035038010834771094
A,0.05,calibration,1002,50,0.049427421788242276
A,0.05,calibration,1002,51,0.025105735901505027
A,0.05,calibration,1002,52,0.034124236652536055
A,0.05,calibration,1002,53,0.04742408810813766
A,0.05,calibration,1002,54,0.03761451703816761
A,0.05,calibration,1002,55,0.03843212654078943
A,0.05,calibration,1002,56,0.0421824346286199
A,0.05,calibration,1002,57,0.0283848792633489
A,0.05,calibration,1002,58,0.023070827460165394
A,0.05,calibration,1002,59,0.029301967144407193
A,0.05,calibration,1002,60,0.03429199241954343
A,0.05,calibration,1002,61,0.036427525840410535
A,0.05,calibration,1002,62,0.04469270071000364
A,0.05,calibration,1002,63,0.05154210038373669
A,0.05,calibration,1002,64,0.04631165456175466
A,0.05,calibration,1002,65,0.04797968613251896
A,0.05,calibration,1002,66,0.05654354169279028
A,0.05,calibration,1002,67,0.03658222086565009
A,0.05,calibration,1002,68,0.0472889029983293
A,0.05,calibration,1002,69,0.03075745339394842
A,0.05,calibration,1002,70,0.034511303182300106
A,0.05,calibration,1002,71,0.026924959157876682
A,0.05,calibration,1002,72,0.037050934435580524
A,0.05,calibration,1002,73,0.018200403313736596
A,0.05,calibration,1002,74,0.031180750201883323
A,0.05,calibration,1002,75,0.03608529580191161
A,0.05,calibration,1002,76,0.03371227753015868
A,0.05,calibration,1002,77,0.06109502158946928
A,0.05,calibration,1002,78,0.05251783586794628
A,0.05,calibration,1002,79,0.036791830205159796
A,0.05,calibration,1002,80,0.04819269922036509
A,0.05,calibration,1002,81,0.03745120206828206
A,0.05,calibration,1002,82,0.035881147984237194
A,0.05,calibration,1002,83,0.038039247987181446
A,0.05,calibration,1002,84,0.02450993094342068
