family,sigma,role,seed,interval_index,distance
A,0.0,calibration,1000,93,0.0
A,0.0,calibration,1000,94,0.0
A,0.0,calibration,1000,95,0.0
A,0.0,calibration,1000,96,0.0
A,0.0,calibration,1000,97,0.0
A,0.0,calibration,1000,98,0.0
A,0.0,calibration,1000,99,0.0
A,0.0,calibration,1000,100,0.0
A,0.0,calibration,1000,101,0.0
A,0.0,calibration,1000,102,0.0
A,0.0,calibration,1000,103,0.0
A,0.0,calibration,1000,104,0.0
A,0.0,calibration,1000,105,0.0
A,0.0,calibration,1000,106,0.0
A,0.0,calibration,1000,107,0.0
A,0.0,calibration,1000,108,0.0
A,0.0,calibration,1000,109,0.0
A,0.0,calibration,1000,110,0.0
A,0.0,calibration,1000,111,0.0
A,0.0,calibration,1000,112,0.0
A,0.0,calibration,1000,113,0.0
A,0.0,calibration,1000,114,0.0
A,0.0,calibration,1000,115,0.0
A,0.0,calibration,1000,116,0.0
A,0.0,calibration,1000,117,0.0
A,0.0,calibration,1000,118,0.0
A,0.0,calibration,1000,119,0.0
A,0.0,calibration,1000,120,0.0
A,0.0,calibration,1000,121,0.0
A,0.0,calibration,1000,122,0.0
A,0.0,calibration,1000,123,0.0
A,0.0,calibration,1000,124,0.0
A,0.0,calibration,1000,125,0.0
A,0.0,calibration,1000,126,0.0
A,0.0,calibration,1000,127,0.0
A,0.0,calibration,1001,0,0.0
A,0.0,calibration,1001,1,0.0
A,0.0,calibration,1001,2,0.0
A,0.0,calibration,1001,3,0.0
A,0.0,calibration,1001,4,0.0
A,0.0,calibration,1001,5,0.0
A,0.0,calibration,1001,6,0.0
A,0.0,calibration,1001,7,0.0
A,0.0,calibration,1001,8,0.0
A,0.0,calibration,1001,9,0.0
A,0.0,calibration,1001,10,0.0
A,0.0,calibration,1001,11,0.0
A,0.0,calibration,1001,12,0.0
A,0.0,calibration,1001,13,0.0
A,0.0,calibration,1001,14,0.0
A,0.0,calibration,1001,15,0.0
A,0.0,calibration,1001,16,0.0
A,0.0,calibration,1001,17,0.0
A,0.0,calibration,1001,18,0.0
A,0.0,calibration,1001,19,0.0
A,0.0,calibration,1001,20,0.0
A,0.0,calibration,1001,21,0.0
A,0.0,calibration,1001,22,0.0
A,0.0,calibration,1001,23,0.0
A,0.0,calibration,1001,24,0.0
A,0.0,calibration,1001,25,0.0
A,0.0,calibration,1001,26,0.0
A,0.0,calibration,1001,27,0.0
A,0.0,calibration,1001,28,0.0
A,0.0,calibration,1001,29,0.0
A,0.0,calibration,1001,30,0.0
A,0.0,calibration,1001,31,0.0
A,0.0,calibration,1001,32,0.0
A,0.0,calibration,1001,33,0.0
A,0.0,calibration,1001,34,0.0
A,0.0,calibration,1001,35,0.0
A,0.0,calibration,1001,36,0.0
A,0.0,calibration,1001,37,0.0
A,0.0,calibration,1001,38,0.0
A,0.0,calibration,1001,39,0.0
A,0.0,calibration,1001,40,0.0
A,0.0,calibration,1001,41,0.0
A,0.0,calibration,1001,42,0.0
A,0.0,calibration,1001,43,0.0
A,0.0,calibration,1001,44,0.0
A,0.0,calibration,1001,45,0.0
A,0.0,calibration,1001,46,0.0
A,0.0,calibration,1001,47,0.0
A,0.0,calibration,1001,48,0.0
A,0.0,calibration,1001,49,0.0
A,0.0,calibration,1001,50,0.0
A,0.0,calibration,1001,51,0.0
A,0.0,calibration,1001,52,0.0
A,0.0,calibration,1001,53,0.0
A,0.0,calibration,1001,54,0.0
A,0.0,calibration,1001,55,0.0
A,0.0,calibration,1001,56,0.0
A,0.0,calibration,1001,57,0.0
A,0.0,calibration,1001,58,0.0
A,0.0,calibration,1001,59,0.0
A,0.0,calibration,1001,60,0.0
A,0.0,calibration,1001,61,0.0
A,0.0,calibration,1001,62,0.0
A,0.0,calibration,1001,63,0.0
A,0.0,calibration,1001,64,0.0
A,0.0,calibration,1001,65,0.0
A,0.0,calibration,1001,66,0.0
A,0.0,calibration,1001,67,0.0
A,0.0,calibration,1001,68,0.0
A,0.0,calibration,1001,69,0.0
A,0.0,calibration,1001,70,0.0
A,0.0,calibration,1001,71,0.0
A,0.0,calibration,1001,72,0.0
A,0.0,calibration,1001,73,0.0
A,0.0,calibration,1001,74,0.0
A,0.0,calibration,1001,75,0.0
A,0.0,calibration,1001,76,0.0
A,0.0,calibration,1001,77,0.0
A,0.0,calibration,1001,78,0.0
A,0.0,calibration,1001,79,0.0
A,0.0,calibration,1001,80,0.0
A,0.0,calibration,1001,81,0.0
A,0.0,calibration,1001,82,0.0
A,0.0,calibration,1001,83,0.0
A,0.0,calibration,1001,84,0.0
A,0.0,calibration,1001,85,0.0
A,0.0,calibration,1001,86,0.0
A,0.0,calibration,1001,87,0.0
A,0.0,calibration,1001,88,0.0
A,0.0,calibration,1001,89,0.0
A,0.0,calibration,1001,90,0.0
A,0.0,calibration,1001,91,0.0
A,0.0,calibration,1001,92,0.0
A,0.0,calibration,1001,93,0.0
A,0.0,calibration,1001,94,0.0
A,0.0,calibration,1001,95,0.0
A,0.0,calibration,1001,96,0.0
A,0.0,calibration,1001,97,0.0
A,0.0,calibration,1001,98,0.0
A,0.0,calibration,1001,99,0.0
A,0.0,calibration,1001,100,0.0
A,0.0,calibration,1001,101,0.0
A,0.0,calibration,1001,102,0.0
A,0.0,calibration,1001,103,0.0
A,0.0,calibration,1001,104,0.0
A,0.0,calibration,1001,105,0.0
A,0.0,calibration,1001,106,0.0
A,0.0,calibration,1001,107,0.0
A,0.0,calibration,1001,108,0.0
A,0.0,calibration,1001,109,0.0
A,0.0,calibration,1001,110,0.0
A,0.0,calibration,1001,111,0.0
A,0.0,calibration,1001,112,0.0
A,0.0,calibration,1001,113,0.0
A,0.0,calibration,1001,114,0.0
A,0.0,calibration,1001,115,0.0
A,0.0,calibration,1001,116,0.0
A,0.0,calibration,1001,117,0.0
A,0.0,calibration,1001,118,0.0
A,0.0,calibration,1001,119,0.0
A,0.0,calibration,1001,120,0.0
A,0.0,calibration,1001,121,0.0
A,0.0,calibration,1001,122,0.0
A,0.0,calibration,1001,123,0.0
A,0.0,calibration,1001,124,0.0
A,0.0,calibration,1001,125,0.0
A,0.0,calibration,1001,126,0.0
A,0.0,calibration,1001,127,0.0
A,0.0,calibration,1002,0,0.0
A,0.0,calibration,1002,1,0.0
A,0.0,calibration,1002,2,0.0
A,0.0,calibration,1002,3,0.0
A,0.0,calibration,1002,4,0.0
A,0.0,calibration,1002,5,0.0
A,0.0,calibration,1002,6,0.0
A,0.0,calibration,1002,7,0.0
A,0.0,calibration,1002,8,0.0
A,0.0,calibration,1002,9,0.0
A,0.0,calibration,1002,10,0.0
A,0.0,calibration,1002,11,0.0
A,0.0,calibration,1002,12,0.0
A,0.0,calibration,1002,13,0.0
A,0.0,calibration,1002,14,0.0
A,0.0,calibration,1002,15,0.0
A,0.0,calibration,1002,16,0.0
A,0.0,calibration,1002,17,0.0
A,0.0,calibration,1002,18,0.0
A,0.0,calibration,1002,19,0.0
A,0.0,calibration,1002,20,0.0
A,0.0,calibration,1002,21,0.0
A,0.0,calibration,1002,22,0.0
A,0.0,calibration,1002,23,0.0
A,0.0,calibration,1002,24,0.0
A,0.0,calibration,1002,25,0.0
A,0.0,calibration,1002,26,0.0
A,0.0,calibration,1002,27,0.0
A,0.0,calibration,1002,28,0.0
A,0.0,calibration,1002,29,0.0
A,0.0,calibration,1002,30,0.0
A,0.0,calibration,1002,31,0.0
A,0.0,calibration,1002,32,0.0
A,0.0,calibration,1002,33,0.0
A,0.0,calibration,1002,34,0.0
A,0.0,calibration,1002,35,0.0
A,0.0,calibration,1002,36,0.0
A,0.0,calibration,1002,37,0.0
A,0.0,calibration,1002,38,0.0
A,0.0,calibration,1002,39,0.0
A,0.0,calibration,1002,40,0.0
A,0.0,calibration,1002,41,0.0
A,0.0,calibration,1002,42,0.0
A,0.0,calibration,1002,43,0.0
A,0.0,calibration,1002,44,0.0
A,0.0,calibration,1002,45,0.0
A,0.0,calibration,1002,46,0.0
A,0.0,calibration,1002,47,0.0
A,0.0,calibration,1002,48,0.0
A,0.0,calibration,1002,49,0.0
A,0.0,calibration,1002,50,0.0
A,0.0,calibration,1002,51,0.0
A,0.0,calibration,1002,52,0.0
A,0.0,calibration,1002,53,0.0
A,0.0,calibration,1002,54,0.0
A,0.0,calibration,1002,55,0.0
A,0.0,calibration,1002,56,0.0
A,0.0,calibration,1002,57,0.0
A,0.0,calibration,1002,58,0.0
A,0.0,calibration,1002,59,0.0
A,0.0,calibration,1002,60,0.0
A,0.0,calibration,1002,61,0.0
A,0.0,calibration,1002,62,0.0
A,0.0,calibration,1002,63,0.0
A,0.0,calibration,1002,64,0.0
A,0.0,calibration,1002,65,0.0
A,0.0,calibration,1002,66,0.0
A,0.0,calibration,1002,67,0.0
A,0.0,calibration,1002,68,0.0
A,0.0,calibration,1002,69,0.0
A,0.0,calibration,1002,70,0.0
A,0.0,calibration,1002,71,0.0
A,0.0,calibration,1002,72,0.0
A,0.0,calibration,1002,73,0.0
A,0.0,calibration,1002,74,0.0
A,0.0,calibration,1002,75,0.0
A,0.0,calibration,1002,76,0.0
A,0.0,calibration,1002,77,0.0
A,0.0,calibration,1002,78,0.0
A,0.0,calibration,1002,79,0.0
A,0.0,calibration,1002,80,0.0
A,0.0,calibration,1002,81,0.0
A,0.0,calibration,1002,82,0.0
A,0.0,calibration,1002,83,0.0
A,0.0,calibration,1002,84,0.0
A,0.0,calibration,1002,85,0.0
A,0.0,calibration,1002,86,0.0
A,0.0,calibration,1002,87,0.0
A,0.0,calibration,1002,88,0.0
A,0.0,calibration,1002,89,0.0
A,0.0,calibration,1002,90,0.0
A,0.0,calibration,1002,91,0.0
A,0.0,calibration,1002,92,0.0
A,0.0,calibration,1002,93,0.0
A,0.0,calibration,1002,94,0.0
A,0.0,calibration,1002,95,0.0
A,0.0,calibration,1002,96,0.0
A,0.0,calibration,1002,97,0.0
A,0.0,calibration,1002,98,0.0
A,0.0,calibration,1002,99,0.0
A,0.0,calibration,1002,100,0.0
A,0.0,calibration,1002,101,0.0
A,0.0,calibration,1002,102,0.0
A,0.0,calibration,1002,103,0.0
A,0.0,calibration,1002,104,0.0
A,0.0,calibration,1002,105,0.0
A,0.0,calibration,1002,106,0.0
A,0.0,calibration,1002,107,0.0
A,0.0,calibration,1002,108,0.0
A,0.0,calibration,1002,109,0.0
A,0.0,calibration,1002,110,0.0
A,0.0,calibration,1002,111,0.0
A,0.0,calibration,1002,112,0.0
A,0.0,calibration,1002,113,0.0
A,0.0,calibration,1002,114,0.0
A,0.0,calibration,1002,115,0.0
A,0.0,calibration,1002,116,0.0
A,0.0,calibration,1002,117,0.0
A,0.0,calibration,1002,118,0.0
A,0.0,calibration,1002,119,0.0
A,0.0,calibration,1002,120,0.0
A,0.0,calibration,1002,121,0.0
A,0.0,calibration,1002,122,0.0
A,0.0,calibration,1002,123,0.0
A,0.0,calibration,1002,124,0.0
A,0.0,calibration,1002,125,0.0
A,0.0,calibration,1002,126,0.0
A,0.0,calibration,1002,127,0.0
A,0.0,calibration,1003,0,0.0
A,0.0,calibration,1003,1,0.0
A,0.0,calibration,1003,2,0.0
A,0.0,calibration,1003,3,0.0
A,0.0,calibration,1003,4,0.0
A,0.0,calibration,1003,5,0.0
A,0.0,calibration,1003,6,0.0
A,0.0,calibration,1003,7,0.0
A,0.0,calibration,1003,8,0.0
A,0.0,calibration,1003,9,0.0
A,0.0,calibration,1003,10,0.0
A,0.0,calibration,1003,11,0.0
A,0.0,calibration,1003,12,0.0
A,0.0,calibration,1003,13,0.0
A,0.0,calibration,1003,14,0.0
A,0.0,calibration,1003,15,0.0
A,0.0,calibration,1003,16,0.0
A,0.0,calibration,1003,17,0.0
A,0.0,calibration,1003,18,0.0
A,0.0,calibration,1003,19,0.0
A,0.0,calibration,1003,20,0.0
A,0.0,calibration,1003,21,0.0
A,0.0,calibration,1003,22,0.0
A,0.0,calibration,1003,23,0.0
A,0.0,calibration,1003,24,0.0
A,0.0,calibration,1003,25,0.0
A,0.0,calibration,1003,26,0.0
A,0.0,calibration,1003,27,0.0
A,0.0,calibration,1003,28,0.0
A,0.0,calibration,1003,29,0.0
A,0.0,calibration,1003,30,0.0
A,0.0,calibration,1003,31,0.0
A,0.0,calibration,1003,32,0.0
A,0.0,calibration,1003,33,0.0
A,0.0,calibration,1003,34,0.0
A,0.0,calibration,1003,35,0.0
A,0.0,calibration,1003,36,0.0
A,0.0,calibration,1003,37,0.0
A,0.0,calibration,1003,38,0.0
A,0.0,calibration,1003,39,0.0
A,0.0,calibration,1003,40,0.0
A,0.0,calibration,1003,41,0.0
A,0.0,calibration,1003,42,0.0
A,0.0,calibration,1003,43,0.0
A,0.0,calibration,1003,44,0.0
A,0.0,calibration,1003,45,0.0
A,0.0,calibration,1003,46,0.0
A,0.0,calibration,1003,47,0.0
A,0.0,calibration,1003,48,0.0
A,0.0,calibration,1003,49,0.0
A,0.0,calibration,1003,50,0.0
A,0.0,calibration,1003,51,0.0
A,0.0,calibration,1003,52,0.0
A,0.0,calibration,1003,53,0.0
A,0.0,calibration,1003,54,0.0
A,0.0,calibration,1003,55,0.0
A,0.0,calibration,1003,56,0.0
A,0.0,calibration,1003,57,0.0
A,0.0,calibration,1003,58,0.0
A,0.0,calibration,1003,59,0.0
A,0.0,calibration,1003,60,0.0
A,0.0,calibration,1003,61,0.0
A,0.0,calibration,1003,62,0.0
A,0.0,calibration,1003,63,0.0
A,0.0,calibration,1003,64,0.0
A,0.0,calibration,1003,65,0.0
A,0.0,calibration,1003,66,0.0
A,0.0,calibration,1003,67,0.0
A,0.0,calibration,1003,68,0.0
A,0.0,calibration,1003,69,0.0
A,0.0,calibration,1003,70,0.0
A,0.0,calibration,1003,71,0.0
A,0.0,calibration,1003,72,0.0
A,0.0,calibration,1003,73,0.0
A,0.0,calibration,1003,74,0.0
A,0.0,calibration,1003,75,0.0
A,0.0,calibration,1003,76,0.0
A,0.0,calibration,1003,77,0.0
A,0.0,calibration,1003,78,0.0
A,0.0,calibration,1003,79,0.0
A,0.0,calibration,1003,80,0.0
A,0.0,calibration,1003,81,0.0
A,0.0,calibration,1003,82,0.0
A,0.0,calibration,1003,83,0.0
A,0.0,calibration,1003,84,0.0
A,0.0,calibration,1003,85,0.0
A,0.0,calibration,1003,86,0.0
A,0.0,calibration,1003,87,0.0
A,0.0,calibration,1003,88,0.0
A,0.0,calibration,1003,89,0.0
A,0.0,calibration,1003,90,0.0
A,0.0,calibration,1003,91,0.0
A,0.0,calibration,1003,92,0.0
A,0.0,calibration,1003,93,0.0
A,0.0,calibration,1003,94,0.0
A,0.0,calibration,1003,95,0.0
A,0.0,calibration,1003,96,0.0
A,0.0,calibration,1003,97,0.0
A,0.0,calibration,1003,98,0.0
A,0.0,calibration,1003,99,0.0
A,0.0,calibration,1003,100,0.0
A,0.0,calibration,1003,101,0.0
A,0.0,calibration,1003,102,0.0
A,0.0,calibration,1003,103,0.0
A,0.0,calibration,1003,104,0.0
A,0.0,calibration,1003,105,0.0
A,0.0,calibration,1003,106,0.0
A,0.0,calibration,1003,107,0.0
A,0.0,calibration,1003,108,0.0
A,0.0,calibration,1003,109,0.0
A,0.0,calibration,1003,110,0.0
A,0.0,calibration,1003,111,0.0
A,0.0,calibration,1003,112,0.0
A,0.0,calibration,1003,113,0.0
A,0.0,calibration,1003,114,0.0
A,0.0,calibration,1003,115,0.0
A,0.0,calibration,1003,116,0.0
A,0.0,calibration,1003,117,0.0
A,0.0,calibration,1003,118,0.0
A,0.0,calibration,1003,119,0.0
A,0.0,calibration,1003,120,0.0
A,0.0,calibration,1003,121,0.0
A,0.0,calibration,1003,122,0.0
A,0.0,calibration,1003,123,0.0
A,0.0,calibration,1003,124,0.0
A,0.0,calibration,1003,125,0.0
A,0.0,calibration,1003,126,0.0
A,0.0,calibration,1003,127,0.0
A,0.0,calibration,1004,0,0.0
A,0.0,calibration,1004,1,0.0
A,0.0,calibration,1004,2,0.0
A,0.0,calibration,1004,3,0.0
A,0.0,calibration,1004,4,0.0
A,0.0,calibration,1004,5,0.0
A,0.0,calibration,1004,6,0.0
A,0.0,calibration,1004,7,0.0
A,0.0,calibration,1004,8,0.0
A,0.0,calibration,1004,9,0.0
A,0.0,calibration,1004,10,0.0
A,0.0,calibration,1004,11,0.0
A,0.0,calibration,1004,12,0.0
A,0.0,calibration,1004,13,0.0
A,0.0,calibration,1004,14,0.0
A,0.0,calibration,1004,15,0.0
A,0.0,calibration,1004,16,0.0
A,0.0,calibration,1004,17,0.0
A,0.0,calibration,1004,18,0.0
A,0.0,calibration,1004,19,0.0
A,0.0,calibration,1004,20,0.0
A,0.0,calibration,1004,21,0.0
A,0.0,calibration,1004,22,0.0
A,0.0,calibration,1004,23,0.0
A,0.0,calibration,1004,24,0.0
A,0.0,calibration,1004,25,0.0
A,0.0,calibration,1004,26,0.0
A,0.0,calibration,1004,27,0.0
A,0.0,calibration,1004,28,0.0
A,0.0,calibration,1004,29,0.0
A,0.0,calibration,1004,30,0.0
A,0.0,calibration,1004,31,0.0
A,0.0,calibration,1004,32,0.0
A,0.0,calibration,1004,33,0.0
A,0.0,calibration,1004,34,0.0
A,0.0,calibration,1004,35,0.0
A,0.0,calibration,1004,36,0.0
A,0.0,calibration,1004,37,0.0
A,0.0,calibration,1004,38,0.0
A,0.0,calibration,1004,39,0.0
A,0.0,calibration,1004,40,0.0
A,0.0,calibration,1004,41,0.0
A,0.0,calibration,1004,42,0.0
A,0.0,calibration,1004,43,0.0
A,0.0,calibration,1004,44,0.0
A,0.0,calibration,1004,45,0.0
A,0.0,calibration,1004,46,0.0
A,0.0,calibration,1004,47,0.0
A,0.0,calibration,1004,48,0.0
A,0.0,calibration,1004,49,0.0
A,0.0,calibration,1004,50,0.0
A,0.0,calibration,1004,51,0.0
A,0.0,calibration,1004,52,0.0
A,0.0,calibration,1004,53,0.0
A,0.0,calibration,1004,54,0.0
A,0.0,calibration,1004,55,0.0
A,0.0,calibration,1004,56,0.0
A,0.0,calibration,1004,57,0.0
A,0.0,calibration,1004,58,0.0
A,0.0,calibration,1004,59,0.0
A,0.0,calibration,1004,60,0.0
A,0.0,calibration,1004,61,0.0
A,0.0,calibration,1004,62,0.0
A,0.0,calibration,1004,63,0.0
A,0.0,calibration,1004,64,0.0
A,0.0,calibration,1004,65,0.0
A,0.0,calibration,1004,66,0.0
A,0.0,calibration,1004,67,0.0
A,0.0,calibration,1004,68,0.0
A,0.0,calibration,1004,69,0.0
A,0.0,calibration,1004,70,0.0
A,0.0,calibration,1004,71,0.0
A,0.0,calibration,1004,72,0.0
A,0.0,calibration,1004,73,0.0
A,0.0,calibration,1004,74,0.0
A,0.0,calibration,1004,75,0.0
A,0.0,calibration,1004,76,0.0
A,0.0,calibration,1004,77,0.0
A,0.0,calibration,1004,78,0.0
A,0.0,calibration,1004,79,0.0
A,0.0,calibration,1004,80,0.0
A,0.0,calibration,1004,81,0.0
A,0.0,calibration,1004,82,0.0
A,0.0,calibration,1004,83,0.0
A,0.0,calibration,1004,84,0.0
A,0.0,calibration,1004,85,0.0
A,0.0,calibration,1004,86,0.0
A,0.0,calibration,1004,87,0.0
A,0.0,calibration,1004,88,0.0
A,0.0,calibration,1004,89,0.0
A,0.0,calibration,1004,90,0.0
A,0.0,calibration,1004,91,0.0
A,0.0,calibration,1004,92,0.0
A,0.0,calibration,1004,93,0.0
A,0.0,calibration,1004,94,0.0
A,0.0,calibration,1004,95,0.0
A,0.0,calibration,1004,96,0.0
A,0.0,calibration,1004,97,0.0
A,0.0,calibration,1004,98,0.0
A,0.0,calibration,1004,99,0.0
A,0.0,calibration,1004,100,0.0
A,0.0,calibration,1004,101,0.0
A,0.0,calibration,1004,102,0.0
A,0.0,calibration,1004,103,0.0
A,0.0,calibration,1004,104,0.0
A,0.0,calibration,1004,105,0.0
A,0.0,calibration,1004,106,0.0
A,0.0,calibration,1004,107,0.0
A,0.0,calibration,1004,108,0.0
A,0.0,calibration,1004,109,0.0
A,0.0,calibration,1004,110,0.0
A,0.0,calibration,1004,111,0.0
A,0.0,calibration,1004,112,0.0
A,0.0,calibration,1004,113,0.0
A,0.0,calibration,1004,114,0.0
A,0.0,calibration,1004,115,0.0
A,0.0,calibration,1004,116,0.0
A,0.0,calibration,1004,117,0.0
A,0.0,calibration,1004,118,0.0
A,0.0,calibration,1004,119,0.0
A,0.0,calibration,1004,120,0.0
A,0.0,calibration,1004,121,0.0
A,0.0,calibration,1004,122,0.0
A,0.0,calibration,1004,123,0.0
A,0.0,calibration,1004,124,0.0
A,0.0,calibration,1004,125,0.0
A,0.0,calibration,1004,126,0.0
A,0.0,calibration,1004,127,0.0
A,0.0,evaluation,1005,0,0.0
A,0.0,evaluation,1005,1,0.0
A,0.0,evaluation,1005,2,0.0
A,0.0,evaluation,1005,3,0.0
A,0.0,evaluation,1005,4,0.0
A,0.0,evaluation,1005,5,0.0
A,0.0,evaluation,1005,6,0.0
A,0.0,evaluation,1005,7,0.0
A,0.0,evaluation,1005,8,0.0
A,0.0,evaluation,1005,9,0.0
A,0.0,evaluation,1005,10,0.0
A,0.0,evaluation,1005,11,0.0
A,0.0,evaluation,1005,12,0.0
A,0.0,evaluation,1005,13,0.0
A,0.0,evaluation,1005,14,0.0
A,0.0,evaluation,1005,15,0.0
A,0.0,evaluation,1005,16,0.0
A,0.0,evaluation,1005,17,0.0
A,0.0,evaluation,1005,18,0.0
A,0.0,evaluation,1005,19,0.0
A,0.0,evaluation,1005,20,0.0
A,0.0,evaluation,1005,21,0.0
A,0.0,evaluation,1005,22,0.0
A,0.0,evaluation,1005,23,0.0
A,0.0,evaluation,1005,24,0.0
A,0.0,evaluation,1005,25,0.0
A,0.0,evaluation,1005,26,0.0
A,0.0,evaluation,1005,27,0.0
A,0.0,evaluation,1005,28,0.0
A,0.0,evaluation,1005,29,0.0
A,0.0,evaluation,1005,30,0.0
A,0.0,evaluation,1005,31,0.0
A,0.0,evaluation,1005,32,0.0
A,0.0,evaluation,1005,33,0.0
A,0.0,evaluation,1005,34,0.0
A,0.0,evaluation,1005,35,0.0
A,0.0,evaluation,1005,36,0.0
A,0.0,evaluation,1005,37,0.0
A,0.0,evaluation,1005,38,0.0
A,0.0,evaluation,1005,39,0.0
A,0.0,evaluation,1005,40,0.0
A,0.0,evaluation,1005,41,0.0
A,0.0,evaluation,1005,42,0.0
A,0.0,evaluation,1005,43,0.0
A,0.0,evaluation,1005,44,0.0
A,0.0,evaluation,1005,45,0.0
A,0.0,evaluation,1005,46,0.0
A,0.0,evaluation,1005,47,0.0
A,0.0,evaluation,1005,48,0.0
A,0.0,evaluation,1005,49,0.0
A,0.0,evaluation,1005,50,0.0
A,0.0,evaluation,1005,51,0.0
A,0.0,evaluation,1005,52,0.0
A,0.0,evaluation,1005,53,0.0
A,0.0,evaluation,1005,54,0.0
A,0.0,evaluation,1005,55,0.0
A,0.0,evaluation,1005,56,0.0
A,0.0,evaluation,1005,57,0.0
A,0.0,evaluation,1005,58,0.0
A,0.0,evaluation,1005,59,0.0
A,0.0,evaluation,1005,60,0.0
A,0.0,evaluation,1005,61,0.0
A,0.0,evaluation,1005,62,0.0
A,0.0,evaluation,1005,63,0.0
A,0.0,evaluation,1005,64,0.0
A,0.0,evaluation,1005,65,0.0
A,0.0,evaluation,1005,66,0.0
A,0.0,evaluation,1005,67,0.0
A,0.0,evaluation,1005,68,0.0
A,0.0,evaluation,1005,69,0.0
A,0.0,evaluation,1005,70,0.0
A,0.0,evaluation,1005,71,0.0
A,0.0,evaluation,1005,72,0.0
A,0.0,evaluation,1005,73,0.0
A,0.0,evaluation,1005,74,0.0
A,0.0,evaluation,1005,75,0.0
A,0.0,evaluation,1005,76,0.0
A,0.0,evaluation,1005,77,0.0
A,0.0,evaluation,1005,78,0.0
A,0.0,evaluation,1005,79,0.0
A,0.0,evaluation,1005,80,0.0
A,0.0,evaluation,1005,81,0.0
A,0.0,evaluation,1005,82,0.0
A,0.0,evaluation,1005,83,0.0
A,0.0,evaluation,1005,84,0.0
A,0.0,evaluation,1005,85,0.0
A,0.0,evaluation,1005,86,0.0
A,0.0,evaluation,1005,87,0.0
A,0.0,evaluation,1005,88,0.0
A,0.0,evaluation,1005,89,0.0
