family,seed,sigma,degree,n_frames,max_distance,filtration_range,tolerance,passed,verdict
A,11,0,0,129,0,1.53633563851169,1.53633563851169e-07,true,PASS
A,11,0,1,129,0,1.53633563851169,1.53633563851169e-07,true,PASS
A,11,0.05,0,129,0,1.55288956028781,1.55288956028781e-07,true,PASS
A,11,0.05,1,129,0,1.55288956028781,1.55288956028781e-07,true,PASS
A,12,0,0,129,0,1.53338114308362,1.53338114308362e-07,true,PASS
A,12,0,1,129,0,1.53338114308362,1.53338114308362e-07,true,PASS
A,12,0.05,0,129,0,1.53328667532422,1.53328667532422e-07,true,PASS
A,12,0.05,1,129,0,1.53328667532422,1.53328667532422e-07,true,PASS
