run_id,family,seed,stride,interval,u_mid,z_mid,dz,abs_dz,d0,d1,dmax0,dmax1,card0,card1
A_ramp_11_sigma0_stride1,A,11,1,19,0.15234375,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,20,0.16015625,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,21,0.16796875,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,22,0.17578125,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,23,0.18359375,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,24,0.19140625,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,25,0.19921875,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,26,0.20703125,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,27,0.21484375,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,28,0.22265625,0.506287929785414,0.0125758595708279,0.0125758595708279,0.0125032597089509,0.0115629622967398,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride1,A,11,1,29,0.23046875,0.529635269115117,0.0341188190885791,0.0341188190885791,0.0193499953915701,0.0337025808010016,0.180843365997991,1.27734429557979,63,17
A_ramp_11_sigma0_stride1,A,11,1,30,0.23828125,0.563754088203696,0.0341188190885791,0.0341188190885791,0.0337214384993273,0.033754507601621,0.180843365997991,1.24802185234064,63,8
A_ramp_11_sigma0_stride1,A,11,1,31,0.24609375,0.597872907292275,0.0341188190885791,0.0341188190885791,0.031693879848414,0.0337937591929998,0.180843365997991,1.2189490662129,63,6
A_ramp_11_sigma0_stride1,A,11,1,32,0.25390625,0.631991726380855,0.0341188190885791,0.0341188190885791,0.0270424668432937,0.0338270160519081,0.180843365997991,1.18912174330585,63,10
A_ramp_11_sigma0_stride1,A,11,1,33,0.26171875,0.666110545469434,0.0341188190885791,0.0341188190885791,0.0336749093479222,0.0338554354444022,0.180843365997991,1.16162728666313,63,8
A_ramp_11_sigma0_stride1,A,11,1,34,0.26953125,0.700229364558013,0.0341188190885791,0.0341188190885791,0.0217120058061752,0.0338799091510243,0.180843365997991,1.13341995664355,63,5
A_ramp_11_sigma0_stride1,A,11,1,35,0.27734375,0.734348183646592,0.0341188190885791,0.0341188190885791,0.0336215756739598,0.033901133122634,0.180843365997991,1.1055459423956,63,4
A_ramp_11_sigma0_stride1,A,11,1,36,0.28515625,0.768467002735171,0.0341188190885791,0.0341188190885791,0.0217934217295953,0.0339196567689413,0.180843365997991,1.0774926021821,63,4
A_ramp_11_sigma0_stride1,A,11,1,37,0.29296875,0.80258582182375,0.0341188190885791,0.0341188190885791,0.0207600683446821,0.0339359183946051,0.180843365997991,1.04708182249926,63,4
A_ramp_11_sigma0_stride1,A,11,1,38,0.30078125,0.836704640912329,0.0341188190885791,0.0341188190885791,0.0303519255065207,0.0339502710495108,0.180843365997991,1.02297939738612,63,3
A_ramp_11_sigma0_stride1,A,11,1,39,0.30859375,0.870823460000908,0.0341188190885791,0.0341188190885791,0.0145251319097971,0.0339614987269169,0.180843365997991,0.993456702433348,63,3
A_ramp_11_sigma0_stride1,A,11,1,40,0.31640625,0.904942279089487,0.0341188190885789,0.0341188190885789,0.0299570995448099,0.0325511161761854,0.180843365997991,0.9614556546105,63,3
A_ramp_11_sigma0_stride1,A,11,1,41,0.32421875,0.939061098178066,0.0341188190885791,0.0341188190885791,0.0195028561035087,0.0339832454244742,0.180843365997991,0.933118130704699,63,3
A_ramp_11_sigma0_stride1,A,11,1,42,0.33203125,0.973179917266645,0.0341188190885791,0.0341188190885791,0.0339286600337846,0.033992468225115,0.180843365997991,0.967101376129173,63,4
A_ramp_11_sigma0_stride1,A,11,1,43,0.33984375,1.00729873635522,0.0341188190885792,0.0341188190885792,0.0322604905160755,0.0335162454522354,0.180843365997991,1.00109384435429,63,3
A_ramp_11_sigma0_stride1,A,11,1,44,0.34765625,1.0414175554438,0.0341188190885791,0.0341188190885791,0.0332577344429637,0.0334648936904282,0.180843365997991,1.02904416380752,63,3
A_ramp_11_sigma0_stride1,A,11,1,45,0.35546875,1.07553637453238,0.0341188190885791,0.0341188190885791,0.0285555567431445,0.0338398219874263,0.180843365997991,1.05249469129078,63,4
A_ramp_11_sigma0_stride1,A,11,1,46,0.36328125,1.10965519362096,0.0341188190885788,0.0341188190885788,0.0161072577028325,0.0333406131021706,0.180843365997991,1.08633451327821,63,4
A_ramp_11_sigma0_stride1,A,11,1,47,0.37109375,1.14377401270954,0.0341188190885793,0.0341188190885793,0.0294724562814163,0.0332649272251382,0.180843365997991,1.11163560135203,63,3
A_ramp_11_sigma0_stride1,A,11,1,48,0.37890625,1.17789283179812,0.0341188190885788,0.0341188190885788,0.0169606596340283,0.0331778055649787,0.180843365997991,1.14050995631874,63,3
A_ramp_11_sigma0_stride1,A,11,1,49,0.38671875,1.2120116508867,0.0341188190885793,0.0341188190885793,0.0241823644324449,0.0330768624980342,0.180843365997991,1.16970738025426,63,4
A_ramp_11_sigma0_stride1,A,11,1,50,0.39453125,1.24613046997528,0.0341188190885788,0.0341188190885788,0.0170310146787752,0.0329590687964451,0.180843365997991,1.19018315495848,63,4
A_ramp_11_sigma0_stride1,A,11,1,51,0.40234375,1.28024928906386,0.0341188190885791,0.0341188190885791,0.0335106581432922,0.0328205364693259,0.180843365997991,1.21715230284825,63,4
A_ramp_11_sigma0_stride1,A,11,1,52,0.41015625,1.31436810815244,0.0341188190885791,0.0341188190885791,0.0224949415595649,0.0326562172659171,0.180843365997991,1.24870159289741,63,3
A_ramp_11_sigma0_stride1,A,11,1,53,0.41796875,1.34848692724101,0.0341188190885791,0.0341188190885791,0.0214153688987487,0.0324594743768369,0.180843365997991,1.28083279759894,63,4
A_ramp_11_sigma0_stride1,A,11,1,54,0.42578125,1.38260574632959,0.0341188190885793,0.0341188190885793,0.0334913877184929,0.0322214653405768,0.180843365997991,1.30462457892392,63,5
A_ramp_11_sigma0_stride1,A,11,1,55,0.43359375,1.41672456541817,0.0341188190885788,0.0341188190885788,0.0155982984835441,0.031930240114233,0.180843365997991,1.32832102617413,63,5
A_ramp_11_sigma0_stride1,A,11,1,56,0.44140625,1.45084338450675,0.0341188190885791,0.0341188190885791,0.0333416053455586,0.0315694042844431,0.180843365997991,1.35683509415041,63,5
A_ramp_11_sigma0_stride1,A,11,1,57,0.44921875,1.48496220359533,0.0341188190885791,0.0341188190885791,0.0130902038096563,0.031116112445788,0.180843365997991,1.38560253481726,63,5
A_ramp_11_sigma0_stride1,A,11,1,58,0.45703125,1.51908102268391,0.0341188190885791,0.0341188190885791,0.025029797970874,0.0305380267524489,0.180843365997991,1.41460789051167,63,5
A_ramp_11_sigma0_stride1,A,11,1,59,0.46484375,1.55319984177249,0.0341188190885791,0.0341188190885791,0.0335406970657434,0.0297886907813473,0.180843365997991,1.42621802541601,63,7
A_ramp_11_sigma0_stride1,A,11,1,60,0.47265625,1.58731866086107,0.0341188190885788,0.0341188190885788,0.0299489324893303,0.0314421857656397,0.180843365997991,1.45257441241975,63,6
A_ramp_11_sigma0_stride1,A,11,1,61,0.48046875,1.62143747994965,0.0341188190885791,0.0341188190885791,0.0245320584954555,0.0315587001387809,0.180843365997991,1.48334565606033,63,7
A_ramp_11_sigma0_stride1,A,11,1,62,0.48828125,1.65555629903823,0.0341188190885791,0.0341188190885791,0.0276382593549566,0.0279138968482622,0.180843365997991,1.51314425377851,63,5
A_ramp_11_sigma0_stride1,A,11,1,63,0.49609375,1.6896751181268,0.0341188190885791,0.0341188190885791,0.0234542592443881,0.0231789242703252,0.180843365997991,1.53407621267326,63,5
A_ramp_11_sigma0_stride1,A,11,1,64,0.50390625,1.72379393721538,0.0341188190885791,0.0341188190885791,0.033283879527672,0.0187294604475881,0.180843365997991,1.53407621267326,63,4
A_ramp_11_sigma0_stride1,A,11,1,65,0.51171875,1.75791275630396,0.0341188190885791,0.0341188190885791,0.022713109014468,0.0305407324664762,0.180843365997991,1.55280567312085,63,3
A_ramp_11_sigma0_stride1,A,11,1,66,0.51953125,1.79203157539254,0.0341188190885791,0.0341188190885791,0.0336655840123007,0.0306847351000836,0.180843365997991,1.58152126189589,63,2
A_ramp_11_sigma0_stride1,A,11,1,67,0.52734375,1.82615039448112,0.0341188190885791,0.0341188190885791,0.0330840941270297,0.0204686477062155,0.180843365997991,1.61044768086803,63,2
A_ramp_11_sigma0_stride1,A,11,1,68,0.53515625,1.8602692135697,0.0341188190885791,0.0341188190885791,0.0335813682364978,0.00333659783478464,0.180843365997991,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,69,0.54296875,1.89438803265828,0.0341188190885791,0.0341188190885791,0.0337907570792599,0.00914256709816436,0.180843365997991,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,70,0.55078125,1.92850685174686,0.0341188190885791,0.0341188190885791,0.0336934995139884,0.00733276361590061,0.180843365997991,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,71,0.55859375,1.96262567083544,0.0341188190885791,0.0341188190885791,0.0336537208536438,0.0150174346684896,0.180843365997991,1.62716040739111,63,5
A_ramp_11_sigma0_stride1,A,11,1,72,0.56640625,1.99674448992402,0.0341188190885791,0.0341188190885791,0.0337460135929379,0.0162143453054285,0.180843365997991,1.62716040739111,63,5
A_ramp_11_sigma0_stride1,A,11,1,73,0.57421875,2.0308633090126,0.0341188190885791,0.0341188190885791,0.0259790561524986,0.0240590377916174,0.180843365997991,1.62716040739111,63,5
A_ramp_11_sigma0_stride1,A,11,1,74,0.58203125,2.06498212810117,0.0341188190885791,0.0341188190885791,0.0339391095157399,0.0203387756144414,0.20682242215049,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,75,0.58984375,2.09910094718975,0.0341188190885791,0.0341188190885791,0.0339836295074311,0.0173864673181722,0.24076153166623,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,76,0.59765625,2.13321976627833,0.0341188190885791,0.0341188190885791,0.0340134495215085,0.0150034632341115,0.274745161173661,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,77,0.60546875,2.16733858536691,0.0341188190885791,0.0341188190885791,0.034034393026435,0.0130488897894715,0.308758610695169,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,78,0.61328125,2.20145740445549,0.0341188190885786,0.0341188190885786,0.0340496620615399,0.0114220884522201,0.342793003721604,1.62716040739111,63,4
A_ramp_11_sigma0_stride1,A,11,1,79,0.62109375,2.23557622354407,0.0341188190885795,0.0341188190885795,0.0340611352951766,0.0100501789994169,0.376842665783144,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,80,0.62890625,2.26969504263265,0.0341188190885791,0.0341188190885791,0.0340699738328261,0.00887957588979985,0.410903801078321,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,81,0.63671875,2.30381386172123,0.0341188190885791,0.0341188190885791,0.0340769265899971,0.00787025222196874,0.444973774911147,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,82,0.64453125,2.33793268080981,0.0341188190885786,0.0341188190885786,0.034082494161345,0.00699184528952304,0.479050701501144,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,83,0.65234375,2.37205149989839,0.0341188190885795,0.0341188190885795,0.0340870214392347,0.00622098507575014,0.513133195662489,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,84,0.66015625,2.40617031898697,0.0341188190885791,0.0341188190885791,0.0340907523035636,0.00553943745000346,0.547220217101724,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,85,0.66796875,2.44028913807554,0.0341188190885791,0.0341188190885791,0.0340938631472126,0.00493279514966177,0.581310969405287,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,86,0.67578125,2.47440795716412,0.0341188190885791,0.0341188190885791,0.0340964841043829,0.00438954158645943,0.6154048325525,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,87,0.68359375,2.5085267762527,0.0341188190885791,0.0341188190885791,0.0340987128787198,0.00390037182331937,0.649501316656883,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,88,0.69140625,2.54264559534128,0.0341188190885791,0.0341188190885791,0.0341006239788884,0.00345769340077162,0.683600029535603,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,89,0.69921875,2.57676441442986,0.0341188190885791,0.0341188190885791,0.0341022750254134,0.0030552546606249,0.717700653514491,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,90,0.70703125,2.61088323351844,0.0341188190885791,0.0341188190885791,0.0341037111439859,0.00268786465148713,0.751802928539904,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,91,0.71484375,2.64500205260702,0.0341188190885786,0.0341188190885786,0.0341049680810664,0.00235117965182519,0.78590663968389,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,92,0.72265625,2.6791208716956,0.0341188190885791,0.0341188190885791,0.0341060744494519,0.00204153873458979,0.820011607764957,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,93,0.73046875,2.71323969078418,0.0341188190885795,0.0341188190885795,0.0341070533707679,0.00175583584544542,0.854117682214409,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,94,0.73828125,2.74735850987276,0.0341188190885791,0.0341188190885791,0.0341079236931328,0.00149141935876324,0.888224735585177,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,95,0.74609375,2.78147732896133,0.0341188190885791,0.0341188190885791,0.0341087009050723,0.00124601252058837,0.922332659278309,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,96,0.75390625,2.81559614804991,0.0341188190885786,0.0341188190885786,0.0341093978292877,0.00101764991971992,0.956441360183382,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,97,0.76171875,2.84971496713849,0.0341188190885795,0.0341188190885795,0.0341100251548681,0.000804626368483774,0.990550758012669,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,98,0.76953125,2.88383378622707,0.0341188190885791,0.0341188190885791,0.0341105918495366,0.000605455472692973,1.02466078316754,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,99,0.77734375,2.91795260531565,0.0341188190885791,0.0341188190885791,0.0341111054818946,0.000418835826802577,1.05877137501707,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,100,0.78515625,2.95207142440423,0.0341188190885786,0.0341188190885786,0.0341115724754064,0.000243623254915448,1.09288248049897,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,101,0.79296875,2.98456541697426,0.030869166051481,0.030869166051481,0.0308629776011238,7.88078793220182e-05,1.12699405297437,1.62716040739111,63,3
A_ramp_11_sigma0_stride1,A,11,1,102,0.80078125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,103,0.80859375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,104,0.81640625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,105,0.82421875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,106,0.83203125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,107,0.83984375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,108,0.84765625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,109,0.85546875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,110,0.86328125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,111,0.87109375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,112,0.87890625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,113,0.88671875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,114,0.89453125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,115,0.90234375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,116,0.91015625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,117,0.91796875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,118,0.92578125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,119,0.93359375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,120,0.94140625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,121,0.94921875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,122,0.95703125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,123,0.96484375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,124,0.97265625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,125,0.98046875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,126,0.98828125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride1,A,11,1,127,0.99609375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,0,0.015625,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,1,0.046875,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,2,0.078125,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,3,0.109375,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,4,0.140625,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,5,0.171875,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,6,0.203125,0.5,0,0,0,0,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,7,0.234375,0.557466158418283,0.114932316836565,0.114932316836565,0.0448358833923798,0.112805590055188,0.180843365997991,1.28821183763615,63,16
A_ramp_11_sigma0_stride4,A,11,4,8,0.265625,0.683169955013723,0.136475276354316,0.136475276354316,0.0268781271299135,0.135463493769969,0.180843365997991,1.18912174330585,63,10
A_ramp_11_sigma0_stride4,A,11,4,9,0.296875,0.819645231368039,0.136475276354316,0.136475276354316,0.0290528363688168,0.135761809071815,0.180843365997991,1.0774926021821,63,4
A_ramp_11_sigma0_stride4,A,11,4,10,0.328125,0.956120507722356,0.136475276354316,0.136475276354316,0.0233585501923446,0.120307382846921,0.180843365997991,0.9614556546105,63,3
A_ramp_11_sigma0_stride4,A,11,4,11,0.359375,1.09259578407667,0.136475276354316,0.136475276354316,0.0213764461138133,0.133477194798853,0.180843365997991,1.02904416380752,63,3
A_ramp_11_sigma0_stride4,A,11,4,12,0.390625,1.22907106043099,0.136475276354316,0.136475276354316,0.00931476822902433,0.132034273328784,0.180843365997991,1.14050995631874,63,3
A_ramp_11_sigma0_stride4,A,11,4,13,0.421875,1.3655463367853,0.136475276354316,0.136475276354316,0.0160888173861544,0.129267397097564,0.180843365997991,1.24870159289741,63,3
A_ramp_11_sigma0_stride4,A,11,4,14,0.453125,1.50202161313962,0.136475276354316,0.136475276354316,0.0379956992793638,0.123012234264027,0.180843365997991,1.35683509415041,63,5
A_ramp_11_sigma0_stride4,A,11,4,15,0.484375,1.63849688949394,0.136475276354316,0.136475276354316,0.0468074188884419,0.0909147827526828,0.180843365997991,1.45257441241975,63,6
A_ramp_11_sigma0_stride4,A,11,4,16,0.515625,1.77497216584825,0.136475276354316,0.136475276354316,0.0349877575161366,0.0930841947178496,0.180843365997991,1.53407621267326,63,4
A_ramp_11_sigma0_stride4,A,11,4,17,0.546875,1.91144744220257,0.136475276354316,0.136475276354316,0.0904216829989946,0.016223491308897,0.180843365997991,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,18,0.578125,2.04792271855688,0.136475276354316,0.136475276354316,0.0939017951756696,0.016223491308897,0.180843365997991,1.62716040739111,63,5
A_ramp_11_sigma0_stride4,A,11,4,19,0.609375,2.1843979949112,0.136475276354316,0.136475276354316,0.13615863990466,0.0150034632341115,0.274745161173661,1.62716040739111,63,4
A_ramp_11_sigma0_stride4,A,11,4,20,0.640625,2.32087327126552,0.136475276354316,0.136475276354316,0.136316416023403,0.00887957588979985,0.410903801078321,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,21,0.671875,2.45734854761983,0.136475276354316,0.136475276354316,0.136379812433879,0.00553943745000346,0.547220217101724,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,22,0.703125,2.59382382397415,0.136475276354316,0.136475276354316,0.136411578229354,0.00345769340077162,0.683600029535603,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,23,0.734375,2.73029910032847,0.136475276354317,0.136475276354317,0.136429752418425,0.00204153873458979,0.820011607764957,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,24,0.765625,2.86677437668278,0.136475276354316,0.136475276354316,0.136441120315587,0.00101764991971992,0.956441360183382,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,25,0.796875,2.96750600742997,0.0649879851400597,0.0649879851400597,0.0649745500765302,0.000243623254915448,1.09288248049897,1.62716040739111,63,3
A_ramp_11_sigma0_stride4,A,11,4,26,0.828125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,27,0.859375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,28,0.890625,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,29,0.921875,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,30,0.953125,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_11_sigma0_stride4,A,11,4,31,0.984375,3,0,0,0,0,1.1578570305755,1.62716040739111,63,2
A_ramp_12_sigma0_stride1,A,12,1,0,0.00390625,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,1,0.01171875,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,2,0.01953125,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,3,0.02734375,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,4,0.03515625,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,5,0.04296875,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,6,0.05078125,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,7,0.05859375,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,8,0.06640625,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,9,0.07421875,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,10,0.08203125,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,11,0.08984375,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,12,0.09765625,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,13,0.10546875,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
A_ramp_12_sigma0_stride1,A,12,1,14,0.11328125,0.5,0,0,0,0,0.184225969984344,1.3182973706795,63,11
