source,family,seed,sigma,interior_index,angle_forward,angle_folded,angle_abs_diff,valid_forward,valid_folded,excess_forward,excess_folded,excess_abs_diff,speed_forward,speed_folded,speed_abs_diff
frozen_family_A,A,1000,0.0,0,1.4024128460324734,0.0,1.4024128460324734,true,true,0.3198272529071355,1.0,0.6801727470928645,0.23587530791727473,0.23587530791727473,0.0
frozen_family_A,A,1000,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.13210162127522568,0.23587530791727473,0.10377368664204906
frozen_family_A,A,1000,0.0,2,1.4024128460324734,0.0,1.4024128460324734,true,true,0.3198272529071355,1.0,0.6801727470928645,0.13210162127522568,0.23587530791727473,0.10377368664204906
frozen_family_A,A,1001,0.0,0,1.0509246184846472,0.0,1.0509246184846472,true,true,0.4916543517674574,1.0,0.5083456482325426,0.3139260164640435,0.3139260164640435,0.0
frozen_family_A,A,1001,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.3800782628270122,0.3139260164640435,0.06615224636296868
frozen_family_A,A,1001,0.0,2,1.0509246184846472,0.0,1.0509246184846472,true,true,0.4916543517674574,1.0,0.5083456482325426,0.3800782628270122,0.3139260164640435,0.06615224636296868
frozen_family_A,A,1002,0.0,0,1.171224270069196,0.0,1.171224270069196,true,true,0.4375855786124786,1.0,0.5624144213875214,0.2021949901585488,0.2021949901585488,0.0
frozen_family_A,A,1002,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.1573174662605412,0.2021949901585488,0.044877523898007615
frozen_family_A,A,1002,0.0,2,1.171224270069196,0.0,1.171224270069196,true,true,0.4375855786124786,1.0,0.5624144213875214,0.1573174662605412,0.2021949901585488,0.044877523898007615
frozen_family_A,A,1003,0.0,0,1.801958610787895,0.0,1.801958610787895,true,true,0.1362417336194024,1.0,0.8637582663805976,0.22018210130233107,0.22018210130233107,0.0
frozen_family_A,A,1003,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.05780014019217966,0.22018210130233107,0.1623819611101514
frozen_family_A,A,1003,0.0,2,1.801958610787895,0.0,1.801958610787895,true,true,0.1362417336194024,1.0,0.8637582663805976,0.05780014019217966,0.22018210130233107,0.1623819611101514
frozen_family_A,A,1004,0.0,0,1.4459726009354519,0.0,1.4459726009354519,true,true,0.3227540652542756,1.0,0.6772459347457245,0.2331251123673892,0.2331251123673892,0.0
frozen_family_A,A,1004,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.15774376571733628,0.2331251123673892,0.07538134665005292
frozen_family_A,A,1004,0.0,2,1.4459726009354519,0.0,1.4459726009354519,true,true,0.3227540652542756,1.0,0.6772459347457245,0.15774376571733628,0.2331251123673892,0.07538134665005292
frozen_family_A,A,1005,0.0,0,1.3883790781087006,0.0,1.3883790781087006,true,true,0.30414595477612305,1.0,0.695854045223877,0.24141156716019146,0.24141156716019146,0.0
frozen_family_A,A,1005,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.11461957309421933,0.24141156716019146,0.12679199406597214
frozen_family_A,A,1005,0.0,2,1.3883790781087006,0.0,1.3883790781087006,true,true,0.30414595477612305,1.0,0.695854045223877,0.11461957309421933,0.24141156716019146,0.12679199406597214
frozen_family_A,A,1006,0.0,0,1.6464537921273603,0.0,1.6464537921273603,true,true,0.25443186018610264,1.0,0.7455681398138974,0.21756953196946482,0.21756953196946482,0.0
frozen_family_A,A,1006,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.14571998785059853,0.21756953196946482,0.0718495441188663
frozen_family_A,A,1006,0.0,2,1.6464537921273603,0.0,1.6464537921273603,true,true,0.25443186018610264,1.0,0.7455681398138974,0.14571998785059853,0.21756953196946482,0.0718495441188663
frozen_family_A,A,1007,0.0,0,1.0179711803410756,0.0,1.0179711803410756,true,true,0.5052632779459224,1.0,0.4947367220540776,0.3051757260091719,0.3051757260091719,0.0
frozen_family_A,A,1007,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.2507414359956647,0.3051757260091719,0.05443429001350725
frozen_family_A,A,1007,0.0,2,1.0179711803410756,0.0,1.0179711803410756,true,true,0.5052632779459224,1.0,0.4947367220540776,0.2507414359956647,0.3051757260091719,0.05443429001350725
frozen_family_A,A,1008,0.0,0,1.2051063415240821,0.0,1.2051063415240821,true,true,0.41841237666339764,1.0,0.5815876233366024,0.27109438637840794,0.27109438637840794,0.0
frozen_family_A,A,1008,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.19693720328316916,0.27109438637840794,0.07415718309523878
frozen_family_A,A,1008,0.0,2,1.2051063415240821,0.0,1.2051063415240821,true,true,0.41841237666339764,1.0,0.5815876233366024,0.19693720328316916,0.27109438637840794,0.07415718309523878
frozen_family_A,A,1009,0.0,0,0.9961271606963402,0.0,0.9961271606963402,true,true,0.49970517570335643,1.0,0.5002948242966436,0.31015028581585274,0.31015028581585274,0.0
frozen_family_A,A,1009,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.2204212596904095,0.31015028581585274,0.08972902612544326
frozen_family_A,A,1009,0.0,2,0.9961271606963402,0.0,0.9961271606963402,true,true,0.49970517570335643,1.0,0.5002948242966436,0.2204212596904095,0.31015028581585274,0.08972902612544326
frozen_family_A,A,1010,0.0,0,1.9901311773765042,0.0,1.9901311773765042,true,true,0.1588138083242302,1.0,0.8411861916757698,0.21816066189515826,0.21816066189515826,0.0
frozen_family_A,A,1010,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.2756508218985737,0.21816066189515826,0.05749016000341545
frozen_family_A,A,1010,0.0,2,1.9901311773765042,0.0,1.9901311773765042,true,true,0.1588138083242302,1.0,0.8411861916757698,0.2756508218985737,0.21816066189515826,0.05749016000341545
frozen_family_A,A,1011,0.0,0,1.400156791951045,0.0,1.400156791951045,true,true,0.34626816970743124,1.0,0.6537318302925688,0.22698873099295563,0.22698873099295563,0.0
frozen_family_A,A,1011,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.16955131826147535,0.22698873099295563,0.057437412731480286
frozen_family_A,A,1011,0.0,2,1.400156791951045,0.0,1.400156791951045,true,true,0.34626816970743124,1.0,0.6537318302925688,0.16955131826147535,0.22698873099295563,0.057437412731480286
frozen_family_A,A,1012,0.0,0,1.4536481287683902,0.0,1.4536481287683902,true,true,0.29818597179564515,1.0,0.7018140282043548,0.19788604407509025,0.19788604407509025,0.0
frozen_family_A,A,1012,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.1060509728533342,0.19788604407509025,0.09183507122175605
frozen_family_A,A,1012,0.0,2,1.4536481287683902,0.0,1.4536481287683902,true,true,0.29818597179564515,1.0,0.7018140282043548,0.1060509728533342,0.19788604407509025,0.09183507122175605
frozen_family_A,A,1013,0.0,0,1.99825317420842,0.0,1.99825317420842,true,true,0.1589966198756491,1.0,0.8410033801243509,0.21133694143334433,0.21133694143334433,0.0
frozen_family_A,A,1013,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.21352675927194875,0.21133694143334433,0.0021898178386044187
frozen_family_A,A,1013,0.0,2,1.99825317420842,0.0,1.99825317420842,true,true,0.1589966198756491,1.0,0.8410033801243509,0.21352675927194875,0.21133694143334433,0.0021898178386044187
frozen_family_A,A,1014,0.0,0,1.0809368966054003,0.0,1.0809368966054003,true,true,0.48535221156767516,1.0,0.5146477884323248,0.273452822385386,0.273452822385386,0.0
frozen_family_A,A,1014,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.26674778968090046,0.273452822385386,0.006705032704485525
frozen_family_A,A,1014,0.0,2,1.0809368966054003,0.0,1.0809368966054003,true,true,0.48535221156767516,1.0,0.5146477884323248,0.26674778968090046,0.273452822385386,0.006705032704485525
frozen_family_A,A,1015,0.0,0,1.938135516803213,0.0,1.938135516803213,true,true,0.17363303549095047,1.0,0.8263669645090496,0.179811926247206,0.179811926247206,0.0
frozen_family_A,A,1015,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.22053623553088242,0.179811926247206,0.04072430928367643
frozen_family_A,A,1015,0.0,2,1.938135516803213,0.0,1.938135516803213,true,true,0.17363303549095047,1.0,0.8263669645090496,0.22053623553088242,0.179811926247206,0.04072430928367643
frozen_family_A,A,1016,0.0,0,1.6389128852374002,0.0,1.6389128852374002,true,true,0.2581264364492247,1.0,0.7418735635507753,0.27050213539710055,0.27050213539710055,0.0
frozen_family_A,A,1016,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.18516226043827888,0.27050213539710055,0.08533987495882167
frozen_family_A,A,1016,0.0,2,1.6389128852374002,0.0,1.6389128852374002,true,true,0.2581264364492247,1.0,0.7418735635507753,0.18516226043827888,0.27050213539710055,0.08533987495882167
frozen_family_A,A,1017,0.0,0,1.1568927923065082,0.0,1.1568927923065082,true,true,0.4463646989991321,1.0,0.5536353010008679,0.29548716250490237,0.29548716250490237,0.0
frozen_family_A,A,1017,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.23974201551498558,0.29548716250490237,0.05574514698991678
frozen_family_A,A,1017,0.0,2,1.1568927923065082,0.0,1.1568927923065082,true,true,0.4463646989991321,1.0,0.5536353010008679,0.23974201551498558,0.29548716250490237,0.05574514698991678
frozen_family_A,A,1018,0.0,0,1.7169205098273423,0.0,1.7169205098273423,true,true,0.20997649085776124,1.0,0.7900235091422387,0.2229137622065378,0.2229137622065378,0.0
frozen_family_A,A,1018,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.1081503310116243,0.2229137622065378,0.1147634311949135
frozen_family_A,A,1018,0.0,2,1.7169205098273423,0.0,1.7169205098273423,true,true,0.20997649085776124,1.0,0.7900235091422387,0.1081503310116243,0.2229137622065378,0.1147634311949135
frozen_family_A,A,1019,0.0,0,1.249669875178008,0.0,1.249669875178008,true,true,0.36893381611769205,1.0,0.631066183882308,0.30696472430964655,0.30696472430964655,0.0
frozen_family_A,A,1019,0.0,1,0.0,0.0,0.0,true,true,1.0,1.0,0.0,0.16823760538392682,0.30696472430964655,0.13872711892571973
frozen_family_A,A,1019,0.0,2,1.249669875178008,0.0,1.249669875178008,true,true,0.36893381611769205,1.0,0.631066183882308,0.16823760538392682,0.30696472430964655,0.13872711892571973
frozen_family_A,A,1000,0.05,0,1.0589193578363765,0.8920427022798506,0.16687665555652587,true,true,0.48607969859815947,0.5671898544074959,0.08111015580933645,0.10732249326365983,0.10732249326365983,0.0
frozen_family_A,A,1000,0.05,1,1.657980997414521,1.3877968736811785,0.27018412373334244,true,true,0.2542236750150339,0.3598881677718766,0.1056644927568427,0.08604292097807598,0.11602735361163874,0.029984432633562763
frozen_family_A,A,1000,0.05,2,1.6177175689312213,1.3739543400944456,0.2437632288367757,true,true,0.27577506938605667,0.36389347913678066,0.08811840975072399,0.12040415873669313,0.12449834308988594,0.004094184353192809
frozen_family_A,A,1001,0.05,0,2.0297837015810654,1.2847871797774353,0.7449965218036301,true,true,0.14929229084603943,0.39711976403658433,0.2478274731905449,0.15302002780700685,0.15302002780700685,0.0
frozen_family_A,A,1001,0.05,1,0.5825605198994664,0.6643587144521825,0.08179819455271609,true,true,0.7078636179492805,0.6299491657233084,0.07791445222597215,0.18275091880433658,0.18109876370470712,0.0016521550996294598
