metric,metric_role,family,class,seed,sigma,stride,degree,source,role,trajectory_id,n_frames,n_intervals,floor_e,floor_source,floor_n_distances,L,R,eta,eta_defined,efficiency_valid,L_per_interval,L_over_floor_ratio,speed_mean,speed_std,speed_max,speed_change_mean,speed_change_mean_abs,speed_change_max_abs,angle_defined_count,angle_defined_fraction,angle_floor_valid_count,angle_floor_valid_fraction,mean_cosine_angle,mean_angle_rad,straight_count,reversal_count,near_straight_count,near_reversal_count,q_defined_count,q_valid_count,q_valid_fraction,q_mean,q_std,cosine_anomaly_count,unresolved_zero_step_count,card_min,card_mean,card_max,card_change_count,empty_diagram_count,essential_count_min,essential_count_max,essential_count_total,_valid_mismatch,_anomaly_mismatch
exact_scipy,corrected_candidate,A,jump,1001,0.05,2,0,fresh_train_like,scientific,A_jump_1001_sigma50,65,64,0.06467399107753946,static_sigma50_train_like_pool,128,3.9284625488122407,0.5906163583507923,0.15034287612831218,True,False,0.06235654839384509,0.9641673160248311,3.9284625488122407,4.597179187174499,35.43684303996696,1.4405421960650717,172.86623406918866,2105.0605431799904,63,1.0,0,0.0,,,2,5,2,7,63,4,0.06349206349206349,0.3646937407359234,0.3078768609076795,0,0,63,63.0,63,0,0,1,1,65,0,0
exact_scipy,corrected_candidate,A,jump,1001,0.05,2,1,fresh_train_like,scientific,A_jump_1001_sigma50,65,64,0.11098942010746575,static_sigma50_train_like_pool,128,4.537725475600231,0.5659024838345084,0.12471060377658769,True,False,0.07202738850159097,0.6489572468425395,4.537725475600231,4.384400132283227,37.61345659582564,-0.9503077245219917,138.30229871886775,2185.005787737742,63,1.0,0,0.0,,,0,2,0,2,63,2,0.031746031746031744,0.13423750211987417,0.013240480732579059,0,0,2,6.476923076923077,16,36,0,0,0,0,0,0
exact_scipy,corrected_candidate,A,jump,1001,0.05,4,0,fresh_train_like,scientific,A_jump_1001_sigma50,33,32,0.05785205792112252,static_sigma50_train_like_pool,64,2.33312005881909,0.5906163583507923,0.2531444346887717,True,False,0.07526193738126097,1.30093794561078,2.33312005881909,3.1609997606191285,18.634230598797476,4.193322445526834,59.28115613551286,559.5423306180503,31,1.0,2,0.06451612903225806,0.9876043200490632,0.11156719455791711,0,4,2,4,31,4,0.12903225806451613,0.4690540256208773,0.3864152080580269,0,0,63,63.0,63,0,0,1,1,33,0,0
exact_scipy,corrected_candidate,A,jump,1001,0.05,4,1,fresh_train_like,scientific,A_jump_1001_sigma50,33,32,0.10801281900487454,static_sigma50_train_like_pool,64,2.230266095313053,0.5659024838345084,0.2537376526611615,True,False,0.07194406759074363,0.6660697151834992,2.230266095313053,2.925790123996887,18.05744510468578,-0.9117885945965744,50.56177704811329,525.7496385974089,31,1.0,0,0.0,,,0,0,1,0,31,2,0.06451612903225806,0.10792993304339663,0.0438125050131965,0,0,2,6.333333333333333,14,14,0,0,0,0,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,1,0,cached_smoke,scientific,A_ramp_11_sigma0,129,128,0.0,zero_sigma_exact_zero,0,2.187278387838904,0.5789285152877494,0.26467984985658266,True,True,0.017222664471172475,,2.187278387838904,1.9692959088578241,4.366281276852021,0.0,54.92289825240008,505.65902501681194,73,0.5748031496062992,73,0.5748031496062992,-0.31307945883189764,2.115345069239915,29,1,32,2,75,75,0.5905511811023622,0.21166727436091282,0.24570431788325237,0,54,63,63.0,63,0,0,1,1,129,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,1,1,cached_smoke,scientific,A_ramp_11_sigma0,129,128,0.0,zero_sigma_exact_zero,0,1.4831623790739616,0.7231585206965613,0.48757879170861784,True,True,0.011678443929716233,,1.4831623790739616,1.8146866042951066,4.351035932814725,0.0,18.58624349691847,362.73550957382577,73,0.5748031496062992,73,0.5748031496062992,-0.31477778297554937,2.140282163486347,24,0,28,0,75,75,0.5905511811023622,0.2062543904144857,0.21868763293566668,0,54,2,6.341085271317829,17,30,0,0,0,0,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,2,0,cached_smoke,scientific,A_ramp_11_sigma0,65,64,0.0,zero_sigma_exact_zero,0,1.8205116356609898,0.5789285152877494,0.3180031942380596,True,True,0.02889701008985698,,1.8205116356609898,1.7783038486008953,4.366188629211592,0.0,23.364638803192346,266.13575711346766,36,0.5714285714285714,36,0.5714285714285714,-0.09467047530201438,1.795594042238066,10,1,13,1,38,38,0.6031746031746031,0.3019582978478643,0.3126065032244533,0,27,63,63.0,63,0,0,1,1,65,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,2,1,cached_smoke,scientific,A_ramp_11_sigma0,65,64,0.0,zero_sigma_exact_zero,0,1.3596926752226253,0.7231585206965613,0.5318543917125662,True,True,0.021582423416232146,,1.3596926752226253,1.792725790527917,4.346247193986805,0.0,12.832601980538964,185.40766452834896,36,0.5714285714285714,36,0.5714285714285714,-0.30607887065998396,2.0948882262536808,6,0,11,0,38,38,0.6031746031746031,0.19547891609139365,0.20157713001872402,0,27,2,6.323076923076923,16,22,0,0,0,0,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,4,0,cached_smoke,scientific,A_ramp_11_sigma0,33,32,0.0,zero_sigma_exact_zero,0,1.358131652072891,0.5789285152877494,0.4262683329735682,True,True,0.04381069845396422,,1.358131652072891,1.64842603366481,4.36611585009878,0.0,12.285133202342879,73.18176792479403,18,0.5806451612903226,18,0.5806451612903226,-0.19824550549736308,1.9526377255065652,2,0,6,0,20,20,0.6451612903225806,0.21202645788627333,0.19980598811657244,0,13,63,63.0,63,0,0,1,1,33,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.0,4,1,cached_smoke,scientific,A_ramp_11_sigma0,33,32,0.0,zero_sigma_exact_zero,0,1.2747583172053587,0.7231585206965613,0.5672906863490291,True,True,0.04112123603888254,,1.2747583172053587,1.771767696573404,4.344377890298091,0.0,9.982416631009498,115.51292421651215,18,0.5806451612903226,18,0.5806451612903226,-0.27434719986805023,2.0123950271065727,2,0,2,0,20,20,0.6451612903225806,0.17823468859643368,0.1835597609956764,0,13,2,6.454545454545454,16,11,0,0,0,0,0,0
exact_scipy,corrected_candidate,A,ramp,11,0.05,1,0,cached_smoke,scientific,A_ramp_11_sigma50,129,128,0.055153732833621016,static_sigma50_train_like_pool,256,6.28465722250148,0.5758041280903845,0.09162060995606654,True,False,0.049485489940956535,0.8972282998548161,6.28465722250148,3.7879564330069564,25.43531974976841,-5.635584502389065,330.8133187482985,2458.5284233753655,127,1.0,1,0.007874015748031496,0.9999999999999999,1.4901161193847656e-08,1,2,2,3,127,4,0.031496062992125984,0.5354812516712243,0.18794684657469812,0,0,63,63.0,63,0,0,1,1,129,0,0
