metric,family,class,sigma,stride,degree,n_seeds,L_mean,L_std,eta_mean,eta_std,speed_mean_mean,speed_mean_std,speed_change_mean_abs_mean,speed_change_mean_abs_std,angle_floor_valid_fraction_mean,angle_floor_valid_fraction_std,q_mean_mean,q_mean_std,floor_e_mean,floor_e_std,efficiency_coverage
exact_scipy,B,jump,0.05,4,0,3,1.7991537814765517,0.20704438886766702,0.240014457455642,0.030958494079982534,1.7991537814765517,0.20704438886766702,44.235430812651565,2.127280291332876,0.03225806451612903,0.03225806451612903,0.30084088268811326,0.20582157221075717,0.04142585927858325,0.0,0.0
exact_scipy,B,jump,0.05,4,1,3,1.1937613843868535,0.11309683363758685,0.029291746691541404,0.005924422578831168,1.1937613843868535,0.11309683363758685,12.476645496494848,1.7918192577829817,0.0,0.0,,,0.06082530705673119,0.0,0.0
exact_scipy,B,ramp,0.0,1,0,3,1.0650248100507762,0.06771414505593913,0.41711172157453835,0.020851793287661822,1.0650248100507762,0.06771414505593913,15.381538418582617,2.5749714839729987,0.5485564304461942,0.05359731720908694,0.04347987061898847,0.0019431668201455117,0.0,0.0,1.0
exact_scipy,B,ramp,0.0,1,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
exact_scipy,B,ramp,0.0,2,0,3,1.012599961869315,0.06695728369581379,0.4388050623592168,0.023412170128805775,1.012599961869315,0.06695728369581379,13.611346512014512,2.9081813066583564,0.5502645502645502,0.05102460720102094,0.06942110616697057,0.009764788862855464,0.0,0.0,1.0
exact_scipy,B,ramp,0.0,2,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
exact_scipy,B,ramp,0.0,4,0,3,0.9276302816886294,0.0523566639726817,0.47860366118802,0.0186860511948928,0.9276302816886294,0.0523566639726817,10.800619543505134,1.1973933591958745,0.5698924731182795,0.04927500747264346,0.1242391059213273,0.03914187683708007,0.0,0.0,1.0
exact_scipy,B,ramp,0.0,4,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
exact_scipy,B,ramp,0.05,1,0,3,5.989980317692138,0.1445549753660253,0.07316618399470605,0.001362508068586528,5.989980317692138,0.1445549753660253,346.73440393043234,16.309892923358984,0.0,0.0,0.8154583075567781,0.07844404788953442,0.05344460778252064,0.0,0.0
exact_scipy,B,ramp,0.05,1,1,3,4.394449611563196,0.23504309809291904,0.008868961272165181,0.0013757949618405723,4.394449611563196,0.23504309809291904,152.80460149271875,21.93314587154035,0.0,0.0,,,0.05650591423074903,0.0,0.0
exact_scipy,B,ramp,0.05,2,0,3,3.2345442907959288,0.1714591395745533,0.1357213161277516,0.007570688277217091,3.2345442907959288,0.1714591395745533,89.24044728276793,22.81283213747198,0.0,0.0,0.5348012681154845,0.47123870434463017,0.052177047198146705,0.0,0.0
exact_scipy,B,ramp,0.05,2,1,3,2.179939742752388,0.10377635665934865,0.017811744459252928,0.0020785342134968005,2.179939742752388,0.10377635665934865,37.677236127919734,5.932398973382863,0.0,0.0,,,0.05717450186806192,0.0,0.0
exact_scipy,B,ramp,0.05,4,0,3,1.8505730887477962,0.05597785655686304,0.23687505608677484,0.00597500934677669,1.8505730887477962,0.05597785655686304,28.25254400245826,6.51482621560208,0.11827956989247311,0.09312101115961706,0.20853314907296264,0.02044110003786532,0.04142585927858325,0.0,0.0
exact_scipy,B,ramp,0.05,4,1,3,1.0876658059260749,0.026009245395665733,0.03580421711617091,0.005466993496246678,1.0876658059260749,0.026009245395665733,9.501535285662454,2.101795340247509,0.0,0.0,,,0.06082530705673119,0.0,0.0
exact_scipy,B,return,0.0,1,0,3,2.0111752972066195,0.043264015566034875,0.0,0.0,2.0111752972066195,0.043264015566034875,54.61110402136074,9.966844625723144,0.5380577427821521,0.025311419320191503,0.08263488430067478,0.013033054776798402,0.0,0.0,1.0
exact_scipy,B,return,0.0,1,1,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
