family,seed,sigma,warp,variant,interval_index,u_midpoint,h_master,h_variant,nu_variant,nu_reference,ratio_observed,ratio_predicted_derivative,relative_deviation,shortcut_ratio
A,1007,0.0,piecewise_fast_slow,resampled_states,57,0.546875,0.01041666666666674,0.015625,1.936308565614226,2.9044628484213186,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,58,0.55859375,0.005208333333333259,0.0078125,3.8852172910698286,5.8278259366048255,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,59,0.5703125,0.01041666666666674,0.015625,1.947721650300526,2.921582475450768,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,60,0.58203125,0.005208333333333259,0.0078125,3.9038521043570853,5.855778156535711,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,61,0.59375,0.01041666666666674,0.015625,1.9554237271775392,2.933135590766288,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,62,0.60546875,0.005208333333333259,0.0078125,3.9167275274804467,5.875091291220754,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,63,0.6171875,0.01041666666666674,0.015625,1.9608581127095448,2.9412871690642963,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,64,0.62890625,0.005208333333333259,0.0078125,3.925984214091173,5.888976321136843,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,65,0.640625,0.01041666666666674,0.015625,1.9648316778851722,2.9472475168277374,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,66,0.65234375,0.005208333333333259,0.0078125,3.9328567930388374,5.89928518955834,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,67,0.6640625,0.01041666666666674,0.015625,1.9678230570085162,2.9517345855127535,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,68,0.67578125,0.005208333333333259,0.0078125,3.9380965225265214,5.9071447837898665,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,69,0.6875,0.01041666666666674,0.015625,1.9701303108293047,2.955195466243936,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,70,0.69921875,0.005208333333333259,0.0078125,3.9421812187729586,5.913271828159522,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,71,0.7109375,0.01041666666666674,0.015625,1.9719467150304055,2.9579200725455874,0.6666666666666714,0.6666666666666666,7.16093850883226e-15,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,72,0.72265625,0.005208333333333259,0.0078125,0.2938692271685994,0.4408038407529054,0.6666666666666572,0.6666666666666666,-1.4155343563970746e-14,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,73,0.734375,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,74,0.74609375,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,75,0.7578125,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,76,0.76953125,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,77,0.78125,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,78,0.79296875,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,79,0.8046875,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,80,0.81640625,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,81,0.828125,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,82,0.83984375,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,83,0.8515625,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,84,0.86328125,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,85,0.875,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,86,0.88671875,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,87,0.8984375,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,88,0.91015625,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,89,0.921875,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,90,0.93359375,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,91,0.9453125,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,92,0.95703125,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,93,0.96875,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,94,0.98046875,0.005208333333333259,0.0078125,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1007,0.0,piecewise_fast_slow,resampled_states,95,0.9921875,0.01041666666666674,0.015625,0.0,0.0,nan,0.6666666666666666,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,0,0.00390625,0.0078125,0.0006905339660024879,0.0,0.0,nan,10.666666666666666,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,1,0.01171875,0.0078125,0.0012625910339975122,0.0,0.0,nan,6.158402871356008,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,2,0.01953125,0.0078125,0.0016349947404050462,0.0,0.0,nan,4.7702783519995515,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,3,0.02734375,0.0078125,0.0019361519876148568,0.0,0.0,nan,4.0316210454317565,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,4,0.03515625,0.0078125,0.0021961327157505543,0.0,0.0,nan,3.5555555555555554,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,5,0.04296875,0.0078125,0.0024283307568284335,0.0,0.0,nan,3.2161210088294787,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,6,0.05078125,0.0078125,0.0026401328206011043,0.0,0.0,nan,2.9584010465345556,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,7,0.05859375,0.0078125,0.002836131978800005,0.0,0.0,nan,2.754121490636385,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,8,0.06640625,0.0078125,0.0030194170820671724,0.0,0.0,nan,2.5870466670542185,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,9,0.07421875,0.0078125,0.0031921842607042124,0.0,0.0,nan,2.4471011612859916,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,10,0.08203125,0.0078125,0.0033560614297177375,0.0,0.0,nan,2.3276574958505853,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,11,0.08984375,0.0078125,0.003512295150751247,0.0,0.0,nan,2.224153749942131,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,12,0.09765625,0.0078125,0.00366186516108883,0.0,0.0,nan,2.1333333333333333,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,13,0.10546875,0.0078125,0.0038055581216320036,0.0,0.0,nan,2.052800957118669,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,14,0.11328125,0.0078125,0.003944017048811706,0.0,0.0,nan,1.9807502738885534,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,15,0.12109375,0.0078125,0.004077775569386315,0.0,0.0,nan,1.9157898882855993,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,16,0.12890625,0.0078125,0.00420728233422462,0.0,0.0,nan,1.8568283301941102,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,17,0.13671875,0.0078125,0.004332918841616157,0.0,0.0,nan,1.8029957434208352,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,18,0.14453125,0.0078125,0.004455012722856713,0.0,0.0,nan,1.7535891979238112,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,19,0.15234375,0.0078125,0.004573847827306944,0.0,0.0,nan,1.708033640587596,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,20,0.16015625,0.0078125,0.0046896720018700724,0.0,0.0,nan,1.6658534601451314,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,21,0.16796875,0.0078125,0.0048027031782580665,0.0,0.0,nan,1.6266514168811166,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,22,0.17578125,0.0078125,0.004913134197384553,0.0,0.0,nan,1.5900927839998504,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,23,0.18359375,0.0078125,0.005021136677114776,0.0,0.0,nan,1.5558932426442087,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,24,0.19140625,0.0078125,0.005126864145519855,0.0,0.0,nan,1.5238095238095237,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,25,0.19921875,0.0078125,0.005230454603266876,0.0,0.0,nan,1.4936320896298771,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,26,0.20703125,0.0078125,0.005332032637358389,0.0,0.0,nan,1.4651793487860163,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,27,0.21484375,0.0078125,0.0054317111786637146,0.0,0.0,nan,1.4382930399215832,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,28,0.22265625,0.0078125,0.005529592973980771,4.701033431129109,3.3273345831961905,1.4128526343188976,1.4128345142027134,1.2825363481730366e-05,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,29,0.23046875,0.0078125,0.0056257718273396845,4.201925955490244,3.0258018126034436,1.3886983403829898,1.388681717128788,1.1970528593254309e-05,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,30,0.23828125,0.0078125,0.005720333653281798,4.409579620720275,3.2287061377576673,1.3657420132334257,1.3657267192842237,1.1198396418561782e-05,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,31,0.24609375,0.0078125,0.005813357375797787,5.2725104120478505,3.923326373484672,1.3438877906465994,1.3438736818105856,1.0498632575873278e-05,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,32,0.25390625,0.0078125,0.00590491569970053,5.345366176965024,4.040183892353149,1.323050217363173,1.323037168951557,9.862467905138512e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,33,0.26171875,0.0078125,0.005995075775885844,5.099079061063289,3.9128787658633293,1.3031528361033284,1.303140739800589,9.28242235854941e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,34,0.26953125,0.0078125,0.006083899777795665,4.812258754538542,3.747494395831332,1.2841270049373898,1.2841157662482048,8.752084103680856e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,35,0.27734375,0.0078125,0.00617144540315534,4.432871660934591,3.501724855635502,1.2659108992531345,1.2659004354067769,8.26593155744419e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,36,0.28515625,0.0078125,0.006257766312494445,3.8679774736267407,3.0982270888894448,1.2484486652052391,1.2484389034253929,7.819189084428854e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,37,0.29296875,0.0078125,0.006342912513922855,4.976196405889206,4.0401380421955295,1.2316896982027363,1.2316805742712016,7.407709210755988e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,38,0.30078125,0.0078125,0.006426930701999428,2.788337062379071,2.293817481437049,1.2155880251781024,1.215579482236138,7.027876078139556e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,39,0.30859375,0.0078125,0.006509864557216971,4.849414953401517,4.040836419633475,1.2001017734445643,1.2000937609877589,6.6765256731092365e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,40,0.31640625,0.0078125,0.0065917550115565104,4.777447834661749,4.030946010442417,1.1851927121537904,1.1851851851851851,6.350879760710915e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,41,0.32421875,0.0078125,0.006672640484695541,4.730024520884105,4.0399043982917,1.1708258549098902,1.1708187732233637,6.048490755768893e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,42,0.33203125,0.0078125,0.006752557094738626,2.069505444151514,1.7887300696967063,1.1569691141282237,1.1569624416994997,5.767195618022616e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,43,0.33984375,0.0078125,0.006831538846751223,4.616785519206588,4.037087951562025,1.143592999359914,1.1435867038269811,5.505077063153327e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,44,0.34765625,0.0078125,0.006909617801889367,2.1214899697760865,1.8763116622969065,1.1306703531219555,1.1306644053401174,5.260430778632989e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,45,0.35546875,0.0078125,0.006986824229511218,4.472718425778922,4.000012476033721,1.1181761188439894,1.1181704925033795,5.031737688997769e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,46,0.36328125,0.0078125,0.007063186744318717,3.4906218791785633,3.1558290158646933,1.1060871364167164,1.1060818077124537,4.817640273598686e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,47,0.37109375,0.0078125,0.007138732430290673,3.6117723500117127,3.3002849799495384,1.094381961544102,1.094376908890831,4.616922405652881e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,48,0.37890625,0.0078125,0.007213486952930365,4.368320632188984,4.033385457473504,1.0830407056917593,1.0830359094758604,4.428492035139083e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,49,0.38671875,0.0078125,0.007287474661146681,3.674428390630262,3.42749488523725,1.0720448939126337,1.072040336276493,4.251366283979388e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,50,0.39453125,0.0078125,0.0073607186799150015,4.28325638909152,4.035564200198557,1.0613773382370613,1.0613730028906552,4.084658639597121e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,51,0.40234375,0.0078125,0.007433240994718593,4.233257030374952,4.027752921518565,1.0510220246526212,1.0510178967085795,3.927567793684447e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,52,0.41015625,0.0078125,0.007505062528643247,3.9639958173308405,3.808004668460576,1.040964011983033,1.0409600778117687,3.7793680547186847e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,53,0.41796875,0.0078125,0.007576203212893207,3.1651766846438325,3.069442786249379,1.0311893412131108,1.0311855883153744,3.639400878831386e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,54,0.42578125,0.0078125,0.007646682051399956,4.120179842299046,4.032730271826946,1.021684954008214,1.0216813709025614,3.507067618803345e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,55,0.43359375,0.0078125,0.00771651718011962,1.4601770885342817,1.4422376434805546,1.0124386193460002,1.0124351954693322,3.381823037449469e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,56,0.44140625,0.0078125,0.007785725921541198,4.04963123101884,4.035752812547351,1.003438867323177,1.0034355929425036,3.263169750525189e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,57,0.44921875,0.0078125,0.007854324834871973,3.400089477742627,3.4182921249050615,0.9946749293222152,0.9946717954563348,3.1506532051903437e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,58,0.45703125,0.0078125,0.007922329762309666,3.671611548592549,3.723227833222993,0.9861366838285149,0.9861336821781851,3.043857424297606e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,59,0.46484375,0.0078125,0.00798975587177081,3.9461746071621113,4.035708382541612,0.977814607277666,0.9778117301634254,2.942401028619624e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,60,0.47265625,0.0078125,0.008056617696398205,2.4521496936692357,2.5287721748778242,0.9696997293904934,0.9696969696969697,2.845933946317436e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,61,0.48046875,0.0078125,0.00812292917114249,3.8596407087996547,4.013003277265637,0.9617835925191468,0.9617809436452611,2.754134299688333e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,62,0.48828125,0.0078125,0.0081887036666759,3.8497334224819233,4.0351137526275185,0.9540582145856775,0.9540556703999101,2.666705776538425e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,63,0.49609375,0.0078125,0.008253954020873921,3.814032580136861,4.029548742472292,0.9465160552436442,0.9465136100438548,2.5833752029318618e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,64,0.50390625,0.0078125,0.008318692568073716,1.6719446838264695,1.7802744083939341,0.9391499849367639,0.9391476334139988,2.503890423093278e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,65,0.51171875,0.0078125,0.008382931166298901,3.7522255936606626,4.026195055626543,0.9319532565658952,0.9319509937717737,2.42801835787897e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,66,0.51953125,0.0078125,0.008446681222619767,3.7332071690634003,4.036250994569897,0.924919479508536,0.9249173008257279,2.3555433617877544e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,67,0.52734375,0.0078125,0.008509953716804575,3.296870586570595,3.5911956610572946,0.9180425957632042,0.9180404968787952,2.2862656017766425e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,68,0.53515625,0.0078125,0.00857275922339823,2.060031693546329,2.260499929771772,0.9113168580165881,0.9113148348978783,2.219999754539934e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,69,0.54296875,0.0078125,0.008635107932356334,3.6101654893892676,3.990293587781677,0.9047368094527265,0.9047348583253024,2.156573725569654e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,70,0.55078125,0.0078125,0.008697009668347522,3.6260566071954576,4.036588719456551,0.898297265143137,0.8982953824709535,2.0958275197913785e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,71,0.55859375,0.0078125,0.008758473908827169,3.5699035788298312,4.002164141082856,0.8919932948736907,0.8919914773408968,2.037612286782573e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,72,0.56640625,0.0078125,0.008819509800978398,3.573106459968188,4.033670072784469,0.8858202072787895,0.8858184517732264,1.9817893380126825e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,73,0.57421875,0.0078125,0.008880126177603864,3.549621029151724,4.034698575557554,0.8797735351670484,0.879771838765144,1.9282293768066217e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,74,0.58203125,0.0078125,0.008940331572048488,3.526939185765172,4.0360967366644935,0.8738490219339741,0.8738473818869766,1.8768117081147762e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,75,0.58984375,0.0078125,0.009000134232222956,2.667687055089065,3.0732213229267376,0.8680426089678864,0.8680410226892367,1.827423599006205e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,76,0.59765625,0.0078125,0.009059542133794729,3.482174010881149,4.038003477604192,0.8623504239642643,0.8623488890180727,1.7799596093207333e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,77,0.60546875,0.0078125,0.00911856299260455,3.4573043239555696,4.035282849611898,0.8567687700722351,0.8567672841626655,1.7343210893746908e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,78,0.61328125,0.0078125,0.009177204276365314,3.4370038590344865,4.037387073665968,0.8512941158038804,0.8512926767654636,1.6904155950565092e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,79,0.62109375,0.0078125,0.00923547321569096,3.406984348801618,4.0275344255533625,0.8459230856440204,0.845921691432687,1.6481564990038741e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,80,0.62890625,0.0078125,0.009293376814504317,3.3909082256338245,4.033662449179822,0.8406524513034821,0.8406510999883741,1.6074624871748035e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,81,0.63671875,0.0078125,0.009350921859863748,3.372375767428826,4.036457252265599,0.8354791235645975,0.8354778133204878,1.5682572162594812e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,82,0.64453125,0.0078125,0.009408114931249156,3.3531262764941143,4.037964465695765,0.8304001446719891,0.8303988737722913,1.5304689564913969e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,83,0.65234375,0.0078125,0.009464962409343358,3.3324465219322454,4.037309575838172,0.8254126812260631,0.8254114480364125,1.4940302240192759e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,84,0.66015625,0.0078125,0.0095214704843406,3.3114841437901097,4.035865412410807,0.8205140175405424,0.8205128205128205,1.4588775361194795e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,85,0.66796875,0.0078125,0.00957764516381543,3.2934504574955317,4.037567980351717,0.8157015494284348,0.8157003870953307,1.424951026734053e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,86,0.67578125,0.0078125,0.009633492280175626,2.1848602704760025,2.6941228222583042,0.8109727783845353,0.8109716493543526,1.3921943924638536e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,87,0.68359375,0.0078125,0.009689017497732877,3.2566952019464543,4.038934629944563,0.8063253061342947,0.8063242090863514,1.3605543910296283e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,88,0.69140625,0.0078125,0.009744226319405747,3.2386764877188288,4.039474773973808,0.8017568295228642,0.8017557632030174,1.329980894049645e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,89,0.69921875,0.0078125,0.009799124093087253,3.2208336807102933,4.039852661820817,0.7972651357187417,0.7972640989353983,1.3004264769784528e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,90,0.70703125,0.0078125,0.00985371601769014,3.203207290310836,4.0401273580182675,0.7928480977099813,0.7928470893303108,1.271846342266999e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,91,0.71484375,0.0078125,0.009908007148893283,3.1858176321622977,4.040333295940393,0.7885036700718016,0.788502689018211,1.2441981546175346e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,92,0.72265625,0.0078125,0.009962002404607095,3.1686743049675647,4.040491653824461,0.784229884986474,0.7842289302333949,1.2174417982219576e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,93,0.73046875,0.0078125,0.0100157065701717,3.151780914166326,4.0406160396489526,0.7800248484981394,0.7800239190689394,1.1915393582361053e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,94,0.73828125,0.0078125,0.010069124303307975,3.135137581047857,4.040715521477523,0.7758867369859945,0.7758858319501951,1.166454859911107e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,95,0.74609375,0.0078125,0.01012226013883144,3.1187423465201145,4.040796331195672,0.7718137938412942,0.7718129123119164,1.1421542238609593e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,96,0.75390625,0.0078125,0.010175118493145452,3.102591990835151,4.040862866256859,0.7678043263341799,0.7678034674652742,1.1186051407249998e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,97,0.76171875,0.0078125,0.010227703668525545,3.0866825295758926,4.040918301608585,0.7638567026577014,0.7638558656420618,1.095776935592378e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,98,0.76953125,0.0078125,0.01028001985720639,3.0710095227170786,4.040964976025791,0.759969349137333,0.7599685332043695,1.0736404573052121e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,99,0.77734375,0.0078125,0.010332071145281452,3.0555682718995665,4.041004643139971,0.7561407475952086,0.7561399520088916,1.052168073944027e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,100,0.78515625,0.0078125,0.010383861516428894,3.0403539487891726,4.041038638739778,0.7523694328588071,0.7523686569158382,1.0313334583325972e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,101,0.79296875,0.0078125,0.010435394855468738,3.025361679809085,4.0410679948047346,0.7486539904051457,0.7486532334331696,1.0111116098838497e-06,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,102,0.80078125,0.0078125,0.010486674951764141,3.010586602611633,4.041093518812687,0.7449930541315889,0.7449923154875501,9.914787353732698e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,103,0.80859375,0.0078125,0.010537705502473238,2.9960239038703276,4.04111584990153,0.7413853042454429,0.7413845833140436,9.724121806438477e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,104,0.81640625,0.0078125,0.010588490115659877,2.981668844508867,4.041135499296402,0.7378294652648995,0.7378287614571463,9.53890373964955e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,105,0.82421875,0.0078125,0.010639032313270902,2.9675167763532815,4.041152879845896,0.7343243041244318,0.7343236168762819,9.358927510294685e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,106,0.83203125,0.0078125,0.010689335533986322,2.953563152855925,4.041168327897026,0.7308686283782995,0.7308679571493671,9.183997270084266e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,107,0.83984375,0.0078125,0.01073940313595001,0.9335047722699762,1.2832363620787817,0.7274612844961337,0.7274606287685051,9.013926013276036e-07,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,108,0.84765625,0.0078125,0.010789238399385392,0.0,0.0,nan,0.7241005155222727,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,109,0.85546875,0.0078125,0.010838844529104108,0.0,0.0,nan,0.7207865369594517,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,110,0.86328125,0.0078125,0.010888224656910528,0.0,0.0,nan,0.7175176469294,nan,1.0
A,1008,0.0,u_pow_1p5,clock_warp_same_states,111,0.87109375,0.0078125,0.010937381843909688,0.0,0.0,nan,0.7142928321945867,nan,1.0
