family,seed,sigma,variant,degree,frame,base_diagram_size,transformed_diagram_size,distance,filtration_range,tolerance,within_tolerance
A,1002,0.0,translation,0,32,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,0,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,1,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,2,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,3,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,4,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,5,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,6,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,7,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,8,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,9,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,10,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,11,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,12,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,13,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,14,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,15,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,16,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,17,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,18,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,19,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,20,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,21,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,22,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,23,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,24,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,25,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,26,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,27,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,28,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,29,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,30,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,31,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,1,32,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,0,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,1,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,2,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,3,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,4,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,5,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,6,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,7,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,8,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,9,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,10,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,11,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,12,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,13,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,14,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,15,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,16,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,17,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,18,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,19,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,20,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,21,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,22,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,23,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,24,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,25,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,26,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,27,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,28,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,29,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,30,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,31,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,0,32,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,0,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,1,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,2,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,3,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,4,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,5,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,6,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,7,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,8,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,9,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,10,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,11,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,12,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,13,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,14,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,15,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,16,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,17,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,18,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,19,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,20,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,21,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,22,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,23,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,24,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,25,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,26,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,27,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,28,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,29,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,30,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,31,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,rotation,1,32,16,16,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1003,0.0,translation,0,0,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,1,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,2,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,3,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,4,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,5,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,6,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,7,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,8,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,9,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,10,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,11,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,12,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,13,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,14,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,15,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,16,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,17,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,18,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,19,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,20,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,21,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,22,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,23,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,24,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,25,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,26,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,27,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,28,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,29,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,30,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,31,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,0,32,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,0,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,1,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,2,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,3,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,4,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,5,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,6,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,7,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,8,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,9,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,10,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,11,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,12,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,13,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,14,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,15,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,16,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,17,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,18,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,19,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,20,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,21,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,22,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,23,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,24,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,25,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,26,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,27,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,28,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,29,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,30,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,31,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,translation,1,32,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,0,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,1,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,2,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,3,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,4,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,5,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,6,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,7,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,8,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,9,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,10,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,11,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,12,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,13,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,14,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,15,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,16,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,17,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,18,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,19,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,20,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,21,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,22,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,23,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,24,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,25,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,26,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,27,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,28,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,29,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,30,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,31,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,0,32,63,63,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,0,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,1,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,2,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,3,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,4,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,5,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,6,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,7,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,8,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,9,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,10,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,11,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,12,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,13,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,14,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,15,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,16,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,17,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,18,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,19,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,20,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,21,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,22,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,23,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,24,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,25,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,26,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,27,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,28,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,29,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,30,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,31,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1003,0.0,rotation,1,32,16,16,0.0,2.4285045245248336,2.4285045245248334e-07,true
A,1004,0.0,translation,0,0,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,1,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,2,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,3,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,4,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,5,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,6,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,7,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,8,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,9,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,10,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,11,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,12,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,13,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,14,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,15,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,16,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,17,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,18,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,19,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,20,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,21,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,22,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,23,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,24,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,25,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,26,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,27,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,28,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,29,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,30,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,31,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,0,32,63,63,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,0,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,1,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,2,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,3,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,4,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,5,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,6,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,7,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,8,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,9,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,10,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,11,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,12,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,13,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,14,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,15,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,16,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,17,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,18,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,19,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,20,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,21,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,22,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,23,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,24,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,25,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,26,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,27,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,28,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
A,1004,0.0,translation,1,29,13,13,0.0,2.4657103271529897,2.4657103271529894e-07,true
