family,seed,sigma,variant,degree,frame,base_diagram_size,transformed_diagram_size,distance,filtration_range,tolerance,within_tolerance
A,1000,0.0,translation,1,9,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,10,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,11,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,12,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,13,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,14,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,15,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,16,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,17,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,18,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,19,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,20,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,21,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,22,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,23,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,24,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,25,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,26,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,27,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,28,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,29,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,30,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,31,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,translation,1,32,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,0,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,1,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,2,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,3,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,4,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,5,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,6,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,7,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,8,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,9,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,10,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,11,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,12,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,13,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,14,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,15,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,16,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,17,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,18,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,19,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,20,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,21,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,22,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,23,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,24,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,25,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,26,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,27,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,28,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,29,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,30,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,31,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,0,32,63,63,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,0,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,1,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,2,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,3,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,4,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,5,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,6,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,7,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,8,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,9,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,10,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,11,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,12,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,13,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,14,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,15,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,16,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,17,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,18,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,19,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,20,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,21,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,22,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,23,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,24,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,25,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,26,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,27,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,28,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,29,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,30,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,31,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1000,0.0,rotation,1,32,14,14,0.0,2.4562120227711985,2.4562120227711987e-07,true
A,1001,0.0,translation,0,0,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,1,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,2,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,3,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,4,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,5,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,6,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,7,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,8,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,9,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,10,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,11,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,12,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,13,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,14,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,15,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,16,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,17,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,18,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,19,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,20,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,21,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,22,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,23,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,24,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,25,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,26,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,27,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,28,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,29,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,30,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,31,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,0,32,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,0,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,1,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,2,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,3,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,4,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,5,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,6,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,7,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,8,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,9,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,10,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,11,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,12,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,13,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,14,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,15,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,16,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,17,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,18,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,19,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,20,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,21,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,22,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,23,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,24,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,25,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,26,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,27,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,28,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,29,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,30,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,31,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,translation,1,32,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,0,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,1,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,2,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,3,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,4,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,5,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,6,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,7,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,8,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,9,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,10,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,11,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,12,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,13,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,14,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,15,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,16,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,17,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,18,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,19,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,20,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,21,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,22,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,23,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,24,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,25,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,26,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,27,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,28,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,29,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,30,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,31,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,0,32,63,63,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,0,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,1,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,2,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,3,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,4,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,5,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,6,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,7,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,8,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,9,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,10,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,11,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,12,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,13,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,14,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,15,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,16,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,17,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,18,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,19,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,20,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,21,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,22,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,23,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,24,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,25,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,26,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,27,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,28,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,29,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,30,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,31,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1001,0.0,rotation,1,32,14,14,0.0,2.6787447749844002,2.6787447749844e-07,true
A,1002,0.0,translation,0,0,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,1,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,2,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,3,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,4,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,5,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,6,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,7,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,8,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,9,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,10,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,11,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,12,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,13,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,14,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,15,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,16,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,17,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,18,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,19,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,20,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,21,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,22,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,23,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,24,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,25,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,26,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,27,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,28,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,29,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,30,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
A,1002,0.0,translation,0,31,63,63,0.0,2.6438869271883267,2.643886927188327e-07,true
